@relation R_data_frame

@attribute Lines_Of_Program numeric
@attribute Physic_Lines numeric
@attribute n1_Number_Of_Distinct_Operators numeric
@attribute n2_Number_Of_Distinct_Operands numeric
@attribute n_Program_Vocabulary numeric
@attribute N1_Total_Number_Of_Operators numeric
@attribute N2_Total_Number_Of_Operands numeric
@attribute N_Program_Length numeric
@attribute B_Number_of_Delivered_Bugs_1 numeric
@attribute B_Number_of_Delivered_Bugs_2 numeric
@attribute D_Difficulty numeric
@attribute E_Effort numeric
@attribute T_Time_Required_To_Program numeric
@attribute V_Volume numeric
@attribute _N_Calculated_Program_Length numeric
@attribute McCab_Number numeric
@attribute IsVulnerable {no,yes}

@data
6,6,11,16,27,31,24,55,0.000333,0.087173,5.000000,1307.594063,72.644115,261.518813,102.053748,3,no
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
6,6,11,12,23,31,19,50,0.000333,0.075393,5.000000,1130.890489,62.827249,226.178098,81.073298,2,yes
6,6,13,13,26,33,21,54,0.000333,0.084608,6.000000,1522.942469,84.607915,253.823745,96.211433,3,no
13,13,14,27,41,65,53,118,0.000333,0.210730,7.000000,4425.337956,245.852109,632.191137,181.684931,3,no
7,7,11,17,28,35,26,61,0.000333,0.097750,5.000000,1466.243251,81.457958,293.248650,107.540616,2,yes
7,7,11,16,27,35,25,60,0.000333,0.095098,5.000000,1426.466251,79.248125,285.293250,102.053748,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
12,12,14,24,38,51,49,100,0.000333,0.174931,14.000000,7347.098519,408.172140,524.792751,163.342069,3,no
7,7,10,18,28,32,28,60,0.000333,0.096147,5.000000,1442.206477,80.122582,288.441295,108.277931,2,yes
7,7,10,17,27,32,27,59,0.000333,0.093513,5.000000,1402.691813,77.927323,280.538363,102.706149,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
5,5,9,14,23,25,19,44,0.000333,0.066346,4.000000,796.146904,44.230384,199.036726,81.832294,1,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
5,5,8,14,22,24,19,43,0.000333,0.063919,4.000000,767.022238,42.612347,191.755560,77.302969,1,yes
3,3,8,8,16,10,12,22,0.000333,0.029333,4.000000,352.000000,19.555556,88.000000,48.000000,1,no
3,3,8,8,16,10,12,22,0.000333,0.029333,4.000000,352.000000,19.555556,88.000000,48.000000,1,no
3,3,8,7,15,10,11,21,0.000333,0.027348,4.000000,328.178810,18.232156,82.044703,43.651484,1,no
3,3,8,7,15,10,11,21,0.000333,0.027348,4.000000,328.178810,18.232156,82.044703,43.651484,1,no
3,3,8,8,16,10,12,22,0.000333,0.029333,4.000000,352.000000,19.555556,88.000000,48.000000,1,no
3,3,8,8,16,10,12,22,0.000333,0.029333,4.000000,352.000000,19.555556,88.000000,48.000000,1,no
2,2,7,7,14,8,13,21,0.000333,0.026651,3.000000,239.863360,13.325742,79.954453,39.302969,1,no
2,2,7,5,12,8,9,17,0.000333,0.020315,3.000000,182.833088,10.157394,60.944363,31.261125,1,no
2,2,7,7,14,8,13,21,0.000333,0.026651,3.000000,239.863360,13.325742,79.954453,39.302969,1,no
2,2,7,7,14,8,13,21,0.000333,0.026651,3.000000,239.863360,13.325742,79.954453,39.302969,1,no
2,2,7,5,12,8,9,17,0.000333,0.020315,3.000000,182.833088,10.157394,60.944363,31.261125,1,no
2,2,7,7,14,8,13,21,0.000333,0.026651,3.000000,239.863360,13.325742,79.954453,39.302969,1,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
6,6,9,10,19,29,17,46,0.000333,0.065135,4.000000,781.618662,43.423259,195.404666,61.748606,2,yes
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
12,12,14,17,31,67,45,112,0.000333,0.184957,14.000000,7768.179815,431.565545,554.869987,122.789837,5,no
12,12,14,17,31,67,45,112,0.000333,0.184957,14.000000,7768.179815,431.565545,554.869987,122.789837,5,no
7,7,9,10,19,31,19,50,0.000333,0.070799,4.000000,849.585503,47.199195,212.396376,61.748606,2,yes
7,7,9,10,19,31,19,50,0.000333,0.070799,4.000000,849.585503,47.199195,212.396376,61.748606,2,yes
10,10,12,17,29,49,32,81,0.000333,0.131165,6.000000,2360.978764,131.165487,393.496461,112.506418,3,yes
10,10,14,18,32,51,34,85,0.000333,0.141667,7.000000,2975.000000,165.277778,425.000000,128.361619,4,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
7,7,9,11,20,31,19,50,0.000333,0.072032,4.000000,864.385619,48.021423,216.096405,66.583073,2,yes
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,14,17,31,49,32,81,0.000333,0.133763,7.000000,2809.029308,156.057184,401.289901,122.789837,4,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,11,12,23,33,21,54,0.000333,0.081424,5.000000,1221.361728,67.853429,244.272346,81.073298,3,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,11,12,23,33,21,54,0.000333,0.081424,5.000000,1221.361728,67.853429,244.272346,81.073298,3,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
6,6,11,11,22,31,19,50,0.000333,0.074324,5.000000,1114.857905,61.936550,222.971581,76.107496,3,no
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
9,9,12,16,28,47,30,77,0.000333,0.123389,6.000000,2220.997974,123.388776,370.166329,107.019550,3,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
8,8,10,14,24,35,25,60,0.000333,0.091699,5.000000,1375.488750,76.416042,275.097750,86.522250,2,yes
11,11,15,22,37,55,42,97,0.000333,0.168439,7.000000,3537.218835,196.512158,505.316976,156.710855,4,no
11,11,13,19,32,53,36,89,0.000333,0.148333,6.000000,2670.000000,148.333333,445.000000,128.816339,3,yes
11,11,15,22,37,55,42,97,0.000333,0.168439,7.000000,3537.218835,196.512158,505.316976,156.710855,4,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
8,8,9,16,25,34,29,63,0.000333,0.097521,4.000000,1170.251760,65.013987,292.562940,92.529325,2,yes
6,6,11,17,28,31,25,56,0.000333,0.089737,5.000000,1346.059378,74.781077,269.211876,107.540616,3,no
6,6,9,14,23,29,21,50,0.000333,0.075393,4.000000,904.712391,50.261800,226.178098,81.832294,2,yes
6,6,11,17,28,31,25,56,0.000333,0.089737,5.000000,1346.059378,74.781077,269.211876,107.540616,3,no
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
11,11,12,18,30,51,36,87,0.000333,0.142300,12.000000,5122.793782,284.599655,426.899482,118.078200,3,yes
11,11,14,19,33,53,38,91,0.000333,0.153013,14.000000,6426.558108,357.031006,459.039865,134.013592,4,no
8,8,9,12,21,33,23,56,0.000333,0.081990,4.000000,983.879103,54.659950,245.969776,71.548875,2,yes
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,10,11,21,34,21,55,0.000333,0.080526,5.000000,1207.887291,67.104850,241.577458,71.273029,2,yes
7,7,12,12,24,36,23,59,0.000333,0.090171,6.000000,1623.076725,90.170929,270.512788,86.039100,3,no
7,7,10,11,21,34,21,55,0.000333,0.080526,5.000000,1207.887291,67.104850,241.577458,71.273029,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,12,16,28,33,25,58,0.000333,0.092942,6.000000,1672.959513,92.942195,278.826585,107.019550,3,no
7,7,10,15,25,31,23,54,0.000333,0.083589,5.000000,1253.841171,69.657843,250.768234,91.822640,2,yes
7,7,10,15,25,31,23,54,0.000333,0.083589,5.000000,1253.841171,69.657843,250.768234,91.822640,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
8,8,10,14,24,35,25,60,0.000333,0.091699,5.000000,1375.488750,76.416042,275.097750,86.522250,2,yes
11,11,13,19,32,53,36,89,0.000333,0.148333,6.000000,2670.000000,148.333333,445.000000,128.816339,3,yes
11,11,15,21,36,55,40,95,0.000333,0.163714,7.000000,3438.000126,191.000007,491.142875,150.842025,4,no
7,7,9,14,23,34,22,56,0.000333,0.084440,4.000000,1013.277878,56.293215,253.319470,81.832294,2,yes
7,7,11,15,26,36,24,60,0.000333,0.094009,5.000000,1410.131915,78.340662,282.026383,96.657107,3,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
19,19,14,18,32,91,59,150,0.000333,0.250000,21.000000,15750.000000,875.000000,750.000000,128.361619,4,yes
8,8,10,12,22,35,22,57,0.000333,0.084729,5.000000,1270.938011,70.607667,254.187602,76.238831,2,yes
19,19,16,20,36,93,64,157,0.000333,0.270559,24.000000,19480.277405,1082.237634,811.678225,150.438562,5,no
7,7,9,11,20,30,19,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,66.583073,2,yes
