@relation R_data_frame

@attribute Lines_Of_Program numeric
@attribute Physic_Lines numeric
@attribute n1_Number_Of_Distinct_Operators numeric
@attribute n2_Number_Of_Distinct_Operands numeric
@attribute n_Program_Vocabulary numeric
@attribute N1_Total_Number_Of_Operators numeric
@attribute N2_Total_Number_Of_Operands numeric
@attribute N_Program_Length numeric
@attribute B_Number_of_Delivered_Bugs_1 numeric
@attribute B_Number_of_Delivered_Bugs_2 numeric
@attribute D_Difficulty numeric
@attribute E_Effort numeric
@attribute T_Time_Required_To_Program numeric
@attribute V_Volume numeric
@attribute _N_Calculated_Program_Length numeric
@attribute McCab_Number numeric
@attribute IsVulnerable {no,yes}

@data
7,7,11,18,29,48,28,76,0.000333,0.123069,5.000000,1846.032778,102.557377,369.206556,113.112398,1,no
4,4,9,10,19,30,16,46,0.000333,0.065135,4.000000,781.618662,43.423259,195.404666,61.748606,1,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
5,5,8,11,19,30,18,48,0.000333,0.067967,4.000000,815.602083,45.311227,203.900521,62.053748,1,no
6,6,7,17,24,28,30,58,0.000333,0.088643,3.000000,797.783475,44.321304,265.927825,89.138353,1,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,3,no
8,8,7,19,26,39,37,76,0.000333,0.119078,3.000000,1071.700256,59.538903,357.233419,100.362107,1,no
3,3,8,7,15,20,12,32,0.000333,0.041673,4.000000,500.081996,27.782333,125.020499,43.651484,1,no
4,4,9,7,16,17,12,29,0.000333,0.038667,4.000000,464.000000,25.777778,116.000000,48.180809,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
8,8,16,17,33,49,35,84,0.000333,0.141243,16.000000,6779.665696,376.648094,423.729106,133.486868,4,no
7,7,17,14,31,46,29,75,0.000333,0.123855,16.000000,5945.035572,330.279754,371.564723,122.789837,4,no
8,8,12,16,28,40,30,70,0.000333,0.112172,6.000000,2019.089067,112.171615,336.514845,107.019550,1,no
36,36,16,62,78,272,185,457,0.000333,0.957476,16.000000,45958.861024,2553.270057,2872.428814,433.160171,4,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
5,5,9,10,19,35,21,56,0.000333,0.079295,8.000000,1903.071526,105.726196,237.883941,61.748606,4,no
8,8,10,11,21,46,27,73,0.000333,0.106880,10.000000,3206.391719,178.132873,320.639172,71.273029,6,no
3,3,7,9,16,36,18,54,0.000333,0.072000,6.000000,1296.000000,72.000000,216.000000,48.180809,1,no
5,5,11,12,23,33,21,54,0.000333,0.081424,5.000000,1221.361728,67.853429,244.272346,81.073298,1,no
3,3,8,6,14,11,9,20,0.000333,0.025382,4.000000,304.588394,16.921577,76.147098,39.509775,1,no
4,4,6,12,18,18,16,34,0.000333,0.047259,3.000000,425.332350,23.629575,141.777450,58.529325,1,no
4,4,10,15,25,32,21,53,0.000333,0.082041,5.000000,1230.621890,68.367883,246.124378,91.822640,1,no
3,3,8,8,16,20,12,32,0.000333,0.042667,4.000000,512.000000,28.444444,128.000000,48.000000,1,no
7,7,10,14,24,40,27,67,0.000333,0.102397,5.000000,1535.962438,85.331247,307.192488,86.522250,1,no
11,11,12,18,30,69,40,109,0.000333,0.178284,12.000000,6418.212899,356.567383,534.851075,118.078200,2,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
5,5,8,10,18,28,17,45,0.000333,0.062549,4.000000,750.586500,41.699250,187.646625,57.219281,1,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,3,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
6,6,8,16,24,34,30,64,0.000333,0.097813,4.000000,1173.750400,65.208356,293.437600,88.000000,1,no
4,4,7,10,17,17,13,30,0.000333,0.040875,3.000000,367.871656,20.437314,122.623885,52.870765,1,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
11,11,12,17,29,56,46,102,0.000333,0.165171,12.000000,5946.168738,330.342708,495.514062,112.506418,1,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
5,5,8,10,18,28,17,45,0.000333,0.062549,4.000000,750.586500,41.699250,187.646625,57.219281,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,3,no
4,4,11,10,21,24,14,38,0.000333,0.055636,5.000000,834.540310,46.363351,166.908062,71.273029,3,no
12,12,14,17,31,57,41,98,0.000333,0.161837,14.000000,6797.157338,377.619852,485.511238,122.789837,2,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
4,4,10,15,25,32,21,53,0.000333,0.082041,5.000000,1230.621890,68.367883,246.124378,91.822640,1,no
3,3,8,7,15,20,12,32,0.000333,0.041673,4.000000,500.081996,27.782333,125.020499,43.651484,1,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
3,3,8,7,15,20,12,32,0.000333,0.041673,4.000000,500.081996,27.782333,125.020499,43.651484,1,no
25,25,12,35,47,382,213,595,0.000333,1.101660,36.000000,118979.293203,6609.960733,3304.980367,222.544456,4,no
5,5,11,12,23,33,21,54,0.000333,0.081424,5.000000,1221.361728,67.853429,244.272346,81.073298,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
5,5,7,8,15,17,12,29,0.000333,0.037767,3.000000,339.899482,18.883305,113.299827,43.651484,1,no
9,9,15,20,35,72,36,108,0.000333,0.184654,7.000000,3877.737961,215.429887,553.962566,145.041921,2,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
3,3,9,8,17,16,11,27,0.000333,0.036787,4.000000,441.445987,24.524777,110.361497,52.529325,2,no
8,8,10,14,24,48,32,80,0.000333,0.122266,10.000000,3667.970001,203.776111,366.797000,86.522250,1,no
3,3,10,8,18,16,13,29,0.000333,0.040309,5.000000,604.639125,33.591063,120.927825,57.219281,3,no
4,4,7,6,13,14,9,23,0.000333,0.028370,3.000000,255.330341,14.185019,85.110114,35.161259,1,no
3,3,8,7,15,11,9,20,0.000333,0.026046,4.000000,312.551248,17.363958,78.137812,43.651484,1,no
3,3,8,7,15,11,9,20,0.000333,0.026046,4.000000,312.551248,17.363958,78.137812,43.651484,1,no
4,4,9,9,18,19,15,34,0.000333,0.047259,4.000000,567.109800,31.506100,141.777450,57.058650,1,no
5,5,8,10,18,28,17,45,0.000333,0.062549,4.000000,750.586500,41.699250,187.646625,57.219281,1,no
5,5,8,11,19,30,18,48,0.000333,0.067967,4.000000,815.602083,45.311227,203.900521,62.053748,1,no
7,7,8,13,21,20,22,42,0.000333,0.061492,4.000000,737.909327,40.994963,184.477332,72.105716,1,no
3,3,8,6,14,11,9,20,0.000333,0.025382,4.000000,304.588394,16.921577,76.147098,39.509775,1,no
4,4,6,9,15,14,12,26,0.000333,0.033860,3.000000,304.737466,16.929859,101.579155,44.039100,1,no
7,7,11,18,29,48,28,76,0.000333,0.123069,5.000000,1846.032778,102.557377,369.206556,113.112398,1,no
5,5,10,10,20,27,14,41,0.000333,0.059066,5.000000,885.995259,49.221959,177.199052,66.438562,3,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,3,no
4,4,6,13,19,17,17,34,0.000333,0.048143,3.000000,433.288606,24.071589,144.429535,63.615491,1,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
22,22,15,29,44,108,72,180,0.000333,0.327566,14.000000,13757.767679,764.320427,982.697691,199.484808,10,no
14,14,11,22,33,79,42,121,0.000333,0.203457,5.000000,3051.858442,169.547691,610.371688,136.161243,10,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
7,7,14,15,29,42,31,73,0.000333,0.118211,14.000000,4964.856577,275.825365,354.632613,111.906328,4,no
6,6,8,13,21,42,25,67,0.000333,0.098095,4.000000,1177.141069,65.396726,294.285267,72.105716,1,no
4,4,8,11,19,27,17,44,0.000333,0.062303,4.000000,747.635242,41.535291,186.908811,62.053748,1,no
4,4,9,13,22,21,17,38,0.000333,0.056486,4.000000,677.833606,37.657423,169.458402,76.635041,3,no
4,4,11,9,20,35,15,50,0.000333,0.072032,5.000000,1080.482024,60.026779,216.096405,66.583073,2,no
3,3,9,6,15,18,12,30,0.000333,0.039069,8.000000,937.653743,52.091875,117.206718,44.039100,1,no
4,4,5,7,12,23,14,37,0.000333,0.044215,4.000000,530.574450,29.476358,132.643613,31.261125,1,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
3,3,7,5,12,11,7,18,0.000333,0.021510,3.000000,193.587975,10.754888,64.529325,31.261125,1,no
5,5,8,8,16,19,12,31,0.000333,0.041333,4.000000,496.000000,27.555556,124.000000,48.000000,1,no
5,5,10,11,21,29,17,46,0.000333,0.067349,5.000000,1010.233007,56.124056,202.046601,71.273029,1,no
3,3,10,8,18,16,13,29,0.000333,0.040309,5.000000,604.639125,33.591063,120.927825,57.219281,3,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,2,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
7,7,11,12,23,49,24,73,0.000333,0.110073,10.000000,3302.200228,183.455568,330.220023,81.073298,1,no
3,3,7,6,13,16,12,28,0.000333,0.034537,6.000000,621.673873,34.537437,103.612312,35.161259,1,no
6,6,8,10,18,25,21,46,0.000333,0.063939,8.000000,1534.532401,85.251800,191.816550,57.219281,1,no
3,3,9,8,17,16,10,26,0.000333,0.035425,4.000000,425.096135,23.616452,106.274034,52.529325,3,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
10,10,9,16,25,41,35,76,0.000333,0.117644,8.000000,2823.464563,156.859142,352.933070,92.529325,8,no
5,5,7,8,15,17,12,29,0.000333,0.037767,3.000000,339.899482,18.883305,113.299827,43.651484,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
11,11,12,15,27,43,35,78,0.000333,0.123627,12.000000,4450.574702,247.254150,370.881225,101.622909,1,no
9,9,14,16,30,47,32,79,0.000333,0.129215,14.000000,5427.020999,301.501167,387.644357,117.302969,2,no
6,6,9,9,18,28,19,47,0.000333,0.065329,8.000000,1567.891801,87.105100,195.986475,57.058650,1,no
5,5,10,14,24,27,22,49,0.000333,0.074888,5.000000,1123.315813,62.406434,224.663163,86.522250,3,no
4,4,9,8,17,21,14,35,0.000333,0.047687,4.000000,572.244798,31.791378,143.061199,52.529325,1,no
6,6,14,11,25,40,23,63,0.000333,0.097521,14.000000,4095.881159,227.548953,292.562940,91.356717,4,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
8,8,13,14,27,39,29,68,0.000333,0.107777,12.000000,3879.988202,215.554900,323.332350,101.408685,1,no
6,6,8,13,21,42,25,67,0.000333,0.098095,4.000000,1177.141069,65.396726,294.285267,72.105716,1,no
4,4,8,11,19,27,17,44,0.000333,0.062303,4.000000,747.635242,41.535291,186.908811,62.053748,1,no
5,5,8,10,18,28,17,45,0.000333,0.062549,4.000000,750.586500,41.699250,187.646625,57.219281,1,no
3,3,9,8,17,16,11,27,0.000333,0.036787,4.000000,441.445987,24.524777,110.361497,52.529325,2,no
4,4,5,7,12,14,10,24,0.000333,0.028680,2.000000,172.078200,9.559900,86.039100,31.261125,2,no
4,4,6,9,15,16,12,28,0.000333,0.036464,3.000000,328.178810,18.232156,109.392937,44.039100,1,no
3,3,9,8,17,16,11,27,0.000333,0.036787,4.000000,441.445987,24.524777,110.361497,52.529325,2,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
4,4,6,9,15,16,12,28,0.000333,0.036464,3.000000,328.178810,18.232156,109.392937,44.039100,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
8,8,11,11,22,31,28,59,0.000333,0.087702,10.000000,2631.064655,146.170259,263.106465,76.107496,1,no
9,9,15,20,35,72,36,108,0.000333,0.184654,7.000000,3877.737961,215.429887,553.962566,145.041921,2,no
3,3,8,7,15,11,9,20,0.000333,0.026046,4.000000,312.551248,17.363958,78.137812,43.651484,1,no
3,3,8,10,18,20,14,34,0.000333,0.047259,4.000000,567.109800,31.506100,141.777450,57.219281,1,no
5,5,11,12,23,33,21,54,0.000333,0.081424,5.000000,1221.361728,67.853429,244.272346,81.073298,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
9,9,15,20,35,72,36,108,0.000333,0.184654,7.000000,3877.737961,215.429887,553.962566,145.041921,2,no
3,3,9,8,17,16,11,27,0.000333,0.036787,4.000000,441.445987,24.524777,110.361497,52.529325,2,no
3,3,8,8,16,20,12,32,0.000333,0.042667,4.000000,512.000000,28.444444,128.000000,48.000000,1,no
8,8,16,13,29,56,25,81,0.000333,0.131165,8.000000,3147.971685,174.887316,393.496461,112.105716,3,no
5,5,5,10,15,18,15,33,0.000333,0.042976,2.000000,257.854779,14.325266,128.927390,44.828921,3,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,3,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
9,9,15,20,35,72,36,108,0.000333,0.184654,7.000000,3877.737961,215.429887,553.962566,145.041921,2,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
26,26,15,32,47,143,88,231,0.000333,0.427703,14.000000,17963.540346,997.974464,1283.110025,218.603359,1,no
4,4,8,11,19,27,17,44,0.000333,0.062303,4.000000,747.635242,41.535291,186.908811,62.053748,1,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
3,3,8,7,15,11,9,20,0.000333,0.026046,4.000000,312.551248,17.363958,78.137812,43.651484,1,no
13,13,11,22,33,99,50,149,0.000333,0.250538,10.000000,7516.147238,417.563735,751.614724,136.161243,3,no
18,18,11,28,39,115,64,179,0.000333,0.315362,10.000000,9460.869972,525.603887,946.086997,172.659686,3,no
5,5,8,10,18,28,17,45,0.000333,0.062549,4.000000,750.586500,41.699250,187.646625,57.219281,1,no
5,5,8,10,18,28,17,45,0.000333,0.062549,4.000000,750.586500,41.699250,187.646625,57.219281,1,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
3,3,8,8,16,20,12,32,0.000333,0.042667,4.000000,512.000000,28.444444,128.000000,48.000000,1,no
5,5,10,10,20,26,15,41,0.000333,0.059066,5.000000,885.995259,49.221959,177.199052,66.438562,1,no
3,3,8,7,15,15,9,24,0.000333,0.031255,4.000000,375.061497,20.836750,93.765374,43.651484,3,no
5,5,10,11,21,29,17,46,0.000333,0.067349,5.000000,1010.233007,56.124056,202.046601,71.273029,1,no
5,5,11,12,23,33,21,54,0.000333,0.081424,5.000000,1221.361728,67.853429,244.272346,81.073298,1,no
25,25,12,35,47,382,213,595,0.000333,1.101660,36.000000,118979.293203,6609.960733,3304.980367,222.544456,4,no
5,5,11,13,24,29,20,49,0.000333,0.074888,5.000000,1123.315813,62.406434,224.663163,86.159464,1,no
3,3,9,8,17,16,11,27,0.000333,0.036787,4.000000,441.445987,24.524777,110.361497,52.529325,2,no
3,3,8,8,16,20,12,32,0.000333,0.042667,4.000000,512.000000,28.444444,128.000000,48.000000,1,no
5,5,8,10,18,26,15,41,0.000333,0.056989,4.000000,683.867700,37.992650,170.966925,57.219281,1,no
11,11,8,18,26,71,42,113,0.000333,0.177050,8.000000,4249.197505,236.066528,531.149688,99.058650,1,no
4,4,9,8,17,21,14,35,0.000333,0.047687,4.000000,572.244798,31.791378,143.061199,52.529325,1,no
4,4,7,6,13,14,9,23,0.000333,0.028370,3.000000,255.330341,14.185019,85.110114,35.161259,1,no
3,3,9,8,17,16,11,27,0.000333,0.036787,4.000000,441.445987,24.524777,110.361497,52.529325,2,no
3,3,7,5,12,11,7,18,0.000333,0.021510,3.000000,193.587975,10.754888,64.529325,31.261125,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
4,4,9,9,18,19,15,34,0.000333,0.047259,4.000000,567.109800,31.506100,141.777450,57.058650,1,no
3,3,8,6,14,11,9,20,0.000333,0.025382,4.000000,304.588394,16.921577,76.147098,39.509775,1,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
6,6,7,11,18,41,25,66,0.000333,0.091738,6.000000,1651.290301,91.738350,275.215050,57.705232,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
4,4,6,8,14,17,12,29,0.000333,0.036804,3.000000,331.239878,18.402215,110.413293,39.509775,3,no
4,4,5,9,14,15,13,28,0.000333,0.035535,2.000000,213.211876,11.845104,106.605938,40.138965,1,no
8,8,10,11,21,31,27,58,0.000333,0.084918,10.000000,2547.544105,141.530228,254.754411,71.273029,1,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,3,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
6,6,9,12,21,42,21,63,0.000333,0.092239,4.000000,1106.863991,61.492444,276.715998,71.548875,1,no
5,5,8,10,18,28,17,45,0.000333,0.062549,4.000000,750.586500,41.699250,187.646625,57.219281,1,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
5,5,10,11,21,20,16,36,0.000333,0.052708,5.000000,790.617136,43.923174,158.123427,71.273029,1,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
4,4,12,8,20,23,11,34,0.000333,0.048982,6.000000,881.673331,48.981852,146.945555,67.019550,4,no
4,4,9,8,17,21,14,35,0.000333,0.047687,4.000000,572.244798,31.791378,143.061199,52.529325,1,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
6,6,13,13,26,37,25,62,0.000333,0.097142,6.000000,1748.563575,97.142421,291.427263,96.211433,4,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,3,no
4,4,6,9,15,16,12,28,0.000333,0.036464,3.000000,328.178810,18.232156,109.392937,44.039100,1,no
5,5,9,13,22,19,21,40,0.000333,0.059459,4.000000,713.509059,39.639392,178.377265,76.635041,1,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
7,7,11,12,23,49,24,73,0.000333,0.110073,10.000000,3302.200228,183.455568,330.220023,81.073298,1,no
3,3,8,7,15,20,12,32,0.000333,0.041673,4.000000,500.081996,27.782333,125.020499,43.651484,1,no
6,6,14,12,26,38,24,62,0.000333,0.097142,14.000000,4079.981675,226.665649,291.427263,96.322519,4,no
4,4,9,9,18,19,15,34,0.000333,0.047259,4.000000,567.109800,31.506100,141.777450,57.058650,1,no
3,3,10,8,18,16,13,29,0.000333,0.040309,5.000000,604.639125,33.591063,120.927825,57.219281,3,no
3,3,9,8,17,16,11,27,0.000333,0.036787,4.000000,441.445987,24.524777,110.361497,52.529325,2,no
19,19,11,19,30,121,68,189,0.000333,0.309134,15.000000,13911.034839,772.835269,927.402323,118.764371,1,no
5,5,10,11,21,29,17,46,0.000333,0.067349,5.000000,1010.233007,56.124056,202.046601,71.273029,1,no
8,8,10,17,27,41,34,75,0.000333,0.118872,10.000000,3566.165627,198.120313,356.616563,102.706149,1,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,3,no
3,3,8,7,15,20,12,32,0.000333,0.041673,4.000000,500.081996,27.782333,125.020499,43.651484,1,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
3,3,11,11,22,26,15,41,0.000333,0.060946,5.000000,914.183482,50.787971,182.836696,76.107496,3,no
6,6,9,10,19,28,17,45,0.000333,0.063719,4.000000,764.626952,42.479275,191.156738,61.748606,1,no
25,25,15,32,47,159,93,252,0.000333,0.466585,14.000000,19596.589469,1088.699415,1399.756391,218.603359,8,no
4,4,6,8,14,17,12,29,0.000333,0.036804,3.000000,331.239878,18.402215,110.413293,39.509775,3,no
4,4,10,15,25,32,21,53,0.000333,0.082041,5.000000,1230.621890,68.367883,246.124378,91.822640,1,no
8,8,12,15,27,42,27,69,0.000333,0.109362,6.000000,1968.523426,109.362413,328.087238,101.622909,2,no
6,6,13,15,28,34,27,61,0.000333,0.097750,6.000000,1759.491901,97.749550,293.248650,106.709075,10,no
3,3,5,6,11,9,8,17,0.000333,0.019603,2.000000,117.620675,6.534482,58.810338,27.119415,1,no
4,4,7,9,16,46,28,74,0.000333,0.098667,9.000000,2664.000000,148.000000,296.000000,48.180809,1,no
6,6,8,15,23,30,27,57,0.000333,0.085948,4.000000,1031.372126,57.298451,257.843031,82.603359,1,no
5,5,8,13,21,27,20,47,0.000333,0.068813,4.000000,825.755675,45.875315,206.438919,72.105716,1,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
6,6,9,10,19,28,17,45,0.000333,0.063719,4.000000,764.626952,42.479275,191.156738,61.748606,1,no
11,11,12,19,31,66,55,121,0.000333,0.199819,12.000000,7193.493043,399.638502,599.457754,123.730173,1,no
15,15,12,22,34,100,56,156,0.000333,0.264548,12.000000,9523.730439,529.096135,793.644203,141.127046,5,no
8,8,11,16,27,36,29,65,0.000333,0.103023,5.000000,1545.338438,85.852135,309.067688,102.053748,1,no
7,7,11,13,24,27,20,47,0.000333,0.071831,5.000000,1077.466188,59.859233,215.493238,86.159464,1,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
8,8,15,18,33,66,34,100,0.000333,0.168146,7.000000,3531.075884,196.170882,504.439412,133.662009,2,no
5,5,8,10,18,28,17,45,0.000333,0.062549,4.000000,750.586500,41.699250,187.646625,57.219281,1,no
3,3,9,8,17,16,11,27,0.000333,0.036787,4.000000,441.445987,24.524777,110.361497,52.529325,2,no
5,5,12,14,26,26,22,48,0.000333,0.075207,6.000000,1353.726639,75.207035,225.621106,96.322519,1,no
8,8,13,12,25,39,25,64,0.000333,0.099069,12.000000,3566.481554,198.137864,297.206796,91.125266,1,no
5,5,10,11,21,33,18,51,0.000333,0.074669,5.000000,1120.040943,62.224497,224.008189,71.273029,1,no
11,11,15,21,36,84,43,127,0.000333,0.218860,14.000000,9192.126653,510.673703,656.580475,150.842025,2,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
18,18,13,25,38,129,71,200,0.000333,0.349862,12.000000,12595.026032,699.723668,1049.585503,164.202121,16,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
6,6,14,12,26,38,24,62,0.000333,0.097142,14.000000,4079.981675,226.665649,291.427263,96.322519,4,no
7,7,8,12,20,29,20,49,0.000333,0.070591,4.000000,847.097907,47.060995,211.774477,67.019550,1,no
4,4,4,8,12,15,13,28,0.000333,0.033460,2.000000,200.757900,11.153217,100.378950,32.000000,1,no
9,9,15,19,34,68,35,103,0.000333,0.174670,7.000000,3668.060709,203.781150,524.008673,139.313982,2,no
7,7,10,14,24,40,27,67,0.000333,0.102397,5.000000,1535.962438,85.331247,307.192488,86.522250,1,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
3,3,7,8,15,23,12,35,0.000333,0.045580,3.000000,410.223513,22.790195,136.741171,43.651484,1,no
4,4,4,7,11,13,11,24,0.000333,0.027675,2.000000,166.052718,9.225151,83.026359,27.651484,3,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
7,7,11,19,30,44,28,72,0.000333,0.117765,5.000000,1766.480614,98.137812,353.296123,118.764371,2,no
