@relation R_data_frame

@attribute Empty_Lines numeric
@attribute Lines_Of_Comments numeric
@attribute Lines_Of_Program numeric
@attribute Physic_Lines numeric
@attribute n1_Number_Of_Distinct_Operators numeric
@attribute n2_Number_Of_Distinct_Operands numeric
@attribute n_Program_Vocabulary numeric
@attribute N1_Total_Number_Of_Operators numeric
@attribute N2_Total_Number_Of_Operands numeric
@attribute N_Program_Length numeric
@attribute B_Number_of_Delivered_Bugs_1 numeric
@attribute B_Number_of_Delivered_Bugs_2 numeric
@attribute D_Difficulty numeric
@attribute E_Effort numeric
@attribute T_Time_Required_To_Program numeric
@attribute V_Volume numeric
@attribute _N_Calculated_Program_Length numeric
@attribute McCab_Number numeric
@attribute IsVulnerable {no,yes}

@data
0,0,7,7,8,10,18,17,14,31,0.000333,0.043089,4.000000,517.070700,28.726150,129.267675,57.219281,3,no
0,0,7,7,7,11,18,16,15,31,0.000333,0.043089,3.000000,387.803025,21.544613,129.267675,57.705232,3,yes
0,0,8,8,9,11,20,21,16,37,0.000333,0.053304,4.000000,639.645358,35.535853,159.911340,66.583073,4,no
0,0,8,8,9,10,19,21,16,37,0.000333,0.052391,4.000000,628.693272,34.927404,157.173318,61.748606,4,no
0,0,7,7,8,11,19,17,14,31,0.000333,0.043895,4.000000,526.743012,29.263501,131.685753,62.053748,3,no
0,0,7,7,8,10,18,17,14,31,0.000333,0.043089,4.000000,517.070700,28.726150,129.267675,57.219281,3,no
0,0,11,11,8,11,19,24,21,45,0.000333,0.063719,4.000000,764.626952,42.479275,191.156738,62.053748,3,yes
0,0,12,12,10,11,21,29,22,51,0.000333,0.074669,10.000000,2240.081886,124.448994,224.008189,71.273029,4,no
0,0,12,12,10,10,20,29,22,51,0.000333,0.073473,10.000000,2204.183328,122.454629,220.418333,66.438562,4,no
0,0,11,11,9,12,21,25,20,45,0.000333,0.065885,4.000000,790.617136,43.923174,197.654284,71.548875,3,no
0,0,11,11,9,10,19,25,20,45,0.000333,0.063719,8.000000,1529.253905,84.958550,191.156738,61.748606,3,no
0,0,13,13,10,14,24,40,27,67,0.000333,0.102397,5.000000,1535.962438,85.331247,307.192488,86.522250,4,no
0,0,12,12,9,14,23,36,25,61,0.000333,0.091979,4.000000,1103.749117,61.319395,275.937279,81.832294,3,yes
0,0,13,13,11,12,23,41,26,67,0.000333,0.101026,10.000000,3030.786511,168.377028,303.078651,81.073298,4,no
0,0,13,13,11,12,23,41,26,67,0.000333,0.101026,10.000000,3030.786511,168.377028,303.078651,81.073298,4,no
0,0,12,12,10,12,22,37,24,61,0.000333,0.090675,10.000000,2720.253287,151.125183,272.025329,76.238831,3,no
0,0,12,12,10,12,22,37,24,61,0.000333,0.090675,10.000000,2720.253287,151.125183,272.025329,76.238831,3,no
0,0,7,7,7,12,19,16,17,33,0.000333,0.046727,3.000000,420.544824,23.363601,140.181608,62.671034,3,yes
0,0,8,8,9,11,20,22,18,40,0.000333,0.057626,4.000000,691.508495,38.417139,172.877124,66.583073,4,no
0,0,8,8,9,11,20,21,18,39,0.000333,0.056185,4.000000,674.220783,37.456710,168.555196,66.583073,4,no
0,0,7,7,9,11,20,18,16,34,0.000333,0.048982,4.000000,587.782221,32.654568,146.945555,66.583073,3,no
0,0,7,7,8,11,19,17,16,33,0.000333,0.046727,4.000000,560.726432,31.151468,140.181608,62.053748,3,no
0,0,21,21,16,48,64,111,80,191,0.000333,0.382000,8.000000,9168.000000,509.333333,1146.000000,332.078200,9,yes
0,0,21,21,17,46,63,112,78,190,0.000333,0.378561,8.000000,9085.465484,504.748082,1135.683185,323.570718,9,no
0,0,7,7,7,12,19,16,15,31,0.000333,0.043895,3.000000,395.057259,21.947625,131.685753,62.671034,3,yes
0,0,8,8,10,11,21,21,16,37,0.000333,0.054172,5.000000,812.578723,45.143262,162.515745,71.273029,4,no
0,0,8,8,10,11,21,21,16,37,0.000333,0.054172,5.000000,812.578723,45.143262,162.515745,71.273029,4,no
0,0,7,7,8,10,18,17,14,31,0.000333,0.043089,4.000000,517.070700,28.726150,129.267675,57.219281,3,no
0,0,7,7,8,10,18,17,14,31,0.000333,0.043089,4.000000,517.070700,28.726150,129.267675,57.219281,3,no
0,0,7,7,7,10,17,16,15,31,0.000333,0.042237,3.000000,380.134044,21.118558,126.711348,52.870765,3,yes
0,0,8,8,10,9,19,21,16,37,0.000333,0.052391,5.000000,785.866590,43.659255,157.173318,61.748606,4,no
0,0,7,7,8,9,17,17,14,31,0.000333,0.042237,4.000000,506.845392,28.158077,126.711348,52.529325,3,no
0,0,22,22,20,47,67,113,89,202,0.000333,0.408450,10.000000,12253.500165,680.750009,1225.350016,347.504238,7,no
0,0,17,17,17,42,59,100,71,171,0.000333,0.335311,8.000000,8047.455692,447.080872,1005.931961,295.964200,7,no
0,0,19,19,18,42,60,101,71,172,0.000333,0.338662,9.000000,9143.866642,507.992591,1015.985182,301.535982,7,no
0,0,27,27,20,47,67,144,95,239,0.000333,0.483265,20.000000,28995.906330,1610.883685,1449.795317,347.504238,11,no
0,0,3,3,5,9,14,6,12,18,0.000333,0.022844,2.000000,137.064777,7.614710,68.532389,40.138965,1,yes
0,0,3,3,5,11,16,6,14,20,0.000333,0.026667,2.000000,160.000000,8.888889,80.000000,49.663388,1,no
0,0,4,4,7,12,19,10,16,26,0.000333,0.036815,3.000000,331.338346,18.407686,110.446115,62.671034,2,no
0,0,30,30,20,48,68,150,97,247,0.000333,0.501201,20.000000,30072.066436,1670.670358,1503.603322,354.516762,11,no
0,0,32,32,21,51,72,158,112,270,0.000333,0.555293,20.000000,33317.595008,1850.977500,1665.879750,381.532358,11,no
0,0,27,27,20,47,67,144,95,239,0.000333,0.483265,20.000000,28995.906330,1610.883685,1449.795317,347.504238,11,no
0,0,22,22,18,46,64,115,81,196,0.000333,0.392000,9.000000,10584.000000,588.000000,1176.000000,329.142500,9,no
0,0,20,20,17,46,63,113,81,194,0.000333,0.386531,8.000000,9276.738441,515.374358,1159.592305,323.570718,9,no
0,0,25,25,20,51,71,127,99,226,0.000333,0.463281,10.000000,13898.428490,772.134916,1389.842849,375.732254,9,no
0,0,29,29,21,49,70,145,107,252,0.000333,0.514860,20.000000,30891.586405,1716.199245,1544.579320,367.359448,9,no
0,0,24,24,20,44,64,131,87,218,0.000333,0.436000,10.000000,13080.000000,726.666667,1308.000000,326.653553,9,no
0,0,28,28,19,47,66,140,90,230,0.000333,0.463404,9.000000,12511.895827,695.105324,1390.210647,341.776299,10,yes
0,0,30,30,21,46,67,145,92,237,0.000333,0.479221,20.000000,28753.262763,1597.403487,1437.663138,346.322516,10,yes
0,0,28,28,19,47,66,140,90,230,0.000333,0.463404,9.000000,12511.895827,695.105324,1390.210647,341.776299,10,yes
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,yes
0,0,18,18,16,43,59,98,69,167,0.000333,0.327467,8.000000,7859.211114,436.622840,982.401389,297.329384,7,no
0,0,22,22,18,48,66,115,83,198,0.000333,0.398930,9.000000,10771.110321,598.395018,1196.790036,343.136850,9,no
0,0,23,23,18,48,66,118,84,202,0.000333,0.406989,9.000000,10988.708509,610.483806,1220.967612,343.136850,10,no
0,0,31,31,19,50,69,153,100,253,0.000333,0.515152,18.000000,27818.220376,1545.456688,1545.456688,362.903432,12,yes
0,0,25,25,20,51,71,126,99,225,0.000333,0.461231,10.000000,13836.931019,768.718390,1383.693102,375.732254,9,no
0,0,20,20,17,46,63,113,81,194,0.000333,0.386531,8.000000,9276.738441,515.374358,1159.592305,323.570718,9,no
0,0,20,20,18,46,64,104,75,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,329.142500,8,yes
0,0,20,20,19,44,63,105,73,178,0.000333,0.354652,9.000000,9575.602437,531.977913,1063.955826,320.925614,8,no
0,0,20,20,19,44,63,105,73,178,0.000333,0.354652,9.000000,9575.602437,531.977913,1063.955826,320.925614,8,no
0,0,29,29,21,47,68,145,102,247,0.000333,0.501201,20.000000,30072.066436,1670.670358,1503.603322,353.304342,9,no
0,0,30,30,19,47,66,123,90,213,0.000333,0.429152,9.000000,11587.103527,643.727974,1287.455947,341.776299,11,yes
0,0,31,31,20,47,67,128,91,219,0.000333,0.442825,10.000000,13284.735327,738.040852,1328.473533,347.504238,12,no
0,0,31,31,20,46,66,128,91,219,0.000333,0.441241,10.000000,13237.223121,735.401285,1323.722312,340.522412,12,no
0,0,11,11,9,12,21,25,20,45,0.000333,0.065885,4.000000,790.617136,43.923174,197.654284,71.548875,3,no
0,0,11,11,9,10,19,25,20,45,0.000333,0.063719,8.000000,1529.253905,84.958550,191.156738,61.748606,3,no
0,0,20,20,19,46,65,104,75,179,0.000333,0.359335,9.000000,9702.034547,539.001919,1078.003839,334.794473,8,yes
0,0,20,20,20,44,64,105,73,178,0.000333,0.356000,10.000000,10680.000000,593.333333,1068.000000,326.653553,8,no
0,0,20,20,20,44,64,105,73,178,0.000333,0.356000,10.000000,10680.000000,593.333333,1068.000000,326.653553,8,no
0,0,20,20,18,46,64,104,75,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,329.142500,8,yes
0,0,20,20,19,44,63,105,73,178,0.000333,0.354652,9.000000,9575.602437,531.977913,1063.955826,320.925614,8,no
0,0,20,20,19,44,63,105,73,178,0.000333,0.354652,9.000000,9575.602437,531.977913,1063.955826,320.925614,8,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,yes
0,0,20,20,18,47,65,104,76,180,0.000333,0.361342,9.000000,9756.235857,542.013103,1084.026206,336.124326,8,yes
0,0,20,20,19,45,64,105,74,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,327.844012,8,no
0,0,20,20,19,45,64,105,74,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,327.844012,8,no
0,0,22,22,20,46,66,109,78,187,0.000333,0.376767,10.000000,11303.017003,627.945389,1130.301700,340.522412,8,yes
0,0,22,22,20,44,64,110,76,186,0.000333,0.372000,10.000000,11160.000000,620.000000,1116.000000,326.653553,8,no
0,0,22,22,20,44,64,110,76,186,0.000333,0.372000,10.000000,11160.000000,620.000000,1116.000000,326.653553,8,no
0,0,20,20,18,47,65,104,76,180,0.000333,0.361342,9.000000,9756.235857,542.013103,1084.026206,336.124326,8,yes
0,0,20,20,19,45,64,105,74,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,327.844012,8,no
0,0,20,20,19,45,64,105,74,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,327.844012,8,no
0,0,20,20,18,47,65,104,76,180,0.000333,0.361342,9.000000,9756.235857,542.013103,1084.026206,336.124326,8,yes
0,0,20,20,19,45,64,105,74,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,327.844012,8,no
0,0,20,20,19,45,64,105,74,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,327.844012,8,no
0,0,22,22,19,46,65,108,78,186,0.000333,0.373387,9.000000,10081.443719,560.080207,1120.160413,334.794473,8,yes
0,0,22,22,20,44,64,109,76,185,0.000333,0.370000,10.000000,11100.000000,616.666667,1110.000000,326.653553,8,no
0,0,22,22,20,44,64,109,76,185,0.000333,0.370000,10.000000,11100.000000,616.666667,1110.000000,326.653553,8,no
0,0,18,18,16,44,60,98,70,168,0.000333,0.330786,8.000000,7938.860960,441.047831,992.357620,304.214991,7,yes
0,0,18,18,17,42,59,99,68,167,0.000333,0.327467,8.000000,7859.211114,436.622840,982.401389,295.964200,7,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,yes
0,0,19,19,19,43,62,102,72,174,0.000333,0.345343,9.000000,9324.271422,518.015079,1036.030158,314.040007,7,no
0,0,20,20,18,45,63,104,75,179,0.000333,0.356644,9.000000,9629.397957,534.966553,1069.933106,322.192039,8,yes
0,0,20,20,19,43,62,105,73,178,0.000333,0.353282,9.000000,9538.622489,529.923472,1059.846943,314.040007,8,no
0,0,29,29,21,48,69,145,103,248,0.000333,0.504971,20.000000,30298.281306,1683.237850,1514.914065,360.316866,9,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,yes
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,yes
0,0,24,24,20,43,63,131,85,216,0.000333,0.430364,10.000000,12910.924635,717.273591,1291.092463,319.767946,9,no
0,0,19,19,18,44,62,102,73,175,0.000333,0.347328,9.000000,9377.859189,520.992177,1041.984354,315.273641,7,no
0,0,27,27,19,45,64,137,88,225,0.000333,0.450000,9.000000,12150.000000,675.000000,1350.000000,327.844012,9,no
0,0,19,19,18,44,62,102,73,175,0.000333,0.347328,9.000000,9377.859189,520.992177,1041.984354,315.273641,7,no
0,0,27,27,20,45,65,137,88,225,0.000333,0.451678,10.000000,13550.327579,752.795977,1355.032758,333.571951,9,no
0,0,22,22,19,46,65,114,81,195,0.000333,0.391454,9.000000,10569.255512,587.180862,1174.361724,334.794473,8,no
0,0,22,22,18,46,64,113,87,200,0.000333,0.400000,9.000000,10800.000000,600.000000,1200.000000,329.142500,8,no
0,0,19,19,18,44,62,102,73,175,0.000333,0.347328,9.000000,9377.859189,520.992177,1041.984354,315.273641,7,no
0,0,31,31,19,50,69,153,99,252,0.000333,0.513116,9.000000,13854.133468,769.674082,1539.348163,362.903432,12,yes
0,0,9,9,8,13,21,26,31,57,0.000333,0.083454,8.000000,2002.896745,111.272041,250.362093,72.105716,1,yes
0,0,10,10,9,16,25,29,34,63,0.000333,0.097521,8.000000,2340.503520,130.027973,292.562940,92.529325,1,no
0,0,10,10,11,16,27,31,34,65,0.000333,0.103023,10.000000,3090.676876,171.704271,309.067688,102.053748,2,no
0,0,21,21,21,45,66,111,80,191,0.000333,0.384826,10.000000,11544.792768,641.377376,1154.479277,339.372055,8,no
0,0,24,24,20,43,63,131,85,216,0.000333,0.430364,10.000000,12910.924635,717.273591,1291.092463,319.767946,9,no
0,0,20,20,19,45,64,105,74,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,327.844012,8,no
0,0,17,17,17,42,59,100,71,171,0.000333,0.335311,8.000000,8047.455692,447.080872,1005.931961,295.964200,7,no
0,0,22,22,20,47,67,113,89,202,0.000333,0.408450,10.000000,12253.500165,680.750009,1225.350016,347.504238,7,no
0,0,21,21,18,45,63,110,84,194,0.000333,0.386531,9.000000,10436.330746,579.796153,1159.592305,322.192039,7,no
0,0,21,21,18,46,64,109,87,196,0.000333,0.392000,9.000000,10584.000000,588.000000,1176.000000,329.142500,7,yes
0,0,21,21,19,48,67,110,87,197,0.000333,0.398340,9.000000,10755.176135,597.509785,1195.019571,348.788823,7,no
0,0,23,23,18,44,62,102,76,178,0.000333,0.353282,9.000000,9538.622489,529.923472,1059.846943,315.273641,9,yes
0,0,24,24,19,43,62,108,77,185,0.000333,0.367175,9.000000,9913.736857,550.763159,1101.526317,314.040007,10,no
0,0,24,24,19,43,62,107,77,184,0.000333,0.365191,9.000000,9860.149090,547.786061,1095.572121,314.040007,10,no
0,0,7,7,9,11,20,18,16,34,0.000333,0.048982,4.000000,587.782221,32.654568,146.945555,66.583073,3,no
0,0,7,7,8,11,19,17,16,33,0.000333,0.046727,4.000000,560.726432,31.151468,140.181608,62.053748,3,no
0,0,27,27,20,47,67,144,95,239,0.000333,0.483265,20.000000,28995.906330,1610.883685,1449.795317,347.504238,11,no
0,0,32,32,21,52,73,158,113,271,0.000333,0.559147,20.000000,33548.849109,1863.824951,1677.442455,388.661531,11,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,yes
0,0,19,19,19,43,62,102,72,174,0.000333,0.345343,9.000000,9324.271422,518.015079,1036.030158,314.040007,7,no
0,0,21,21,18,45,63,111,79,190,0.000333,0.378561,9.000000,10221.148669,567.841593,1135.683185,322.192039,7,no
0,0,5,5,13,14,27,42,26,68,0.000333,0.107777,6.000000,1939.994101,107.777450,323.332350,101.408685,2,no
0,0,24,24,20,44,64,131,87,218,0.000333,0.436000,10.000000,13080.000000,726.666667,1308.000000,326.653553,9,no
0,0,21,21,16,48,64,111,80,191,0.000333,0.382000,8.000000,9168.000000,509.333333,1146.000000,332.078200,9,no
0,0,29,29,21,48,69,145,106,251,0.000333,0.511080,20.000000,30664.792773,1703.599599,1533.239639,360.316866,9,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,24,24,18,50,68,122,97,219,0.000333,0.444385,9.000000,11998.389260,666.577181,1333.154362,357.251460,9,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,33,33,19,53,72,160,106,266,0.000333,0.547067,18.000000,29541.600907,1641.200050,1641.200050,384.290407,13,yes
0,0,33,33,19,54,73,160,106,266,0.000333,0.548831,9.000000,14818.439994,823.246666,1646.493333,391.474548,13,yes
0,0,33,33,19,53,72,160,105,265,0.000333,0.545010,9.000000,14715.271128,817.515063,1635.030125,384.290407,13,yes
0,0,32,32,19,52,71,157,104,261,0.000333,0.535028,18.000000,28891.511967,1605.083998,1605.083998,377.133488,12,yes
0,0,21,21,18,46,64,110,80,190,0.000333,0.380000,9.000000,10260.000000,570.000000,1140.000000,329.142500,7,no
0,0,35,35,21,53,74,165,108,273,0.000333,0.565060,20.000000,33903.615376,1883.534188,1695.180769,395.818450,13,yes
0,0,33,33,19,54,73,160,106,266,0.000333,0.548831,9.000000,14818.439994,823.246666,1646.493333,391.474548,13,yes
0,0,31,31,22,50,72,153,101,254,0.000333,0.522387,22.000000,34477.540908,1915.418939,1567.160950,380.300305,11,yes
0,0,20,20,18,45,63,104,75,179,0.000333,0.356644,9.000000,9629.397957,534.966553,1069.933106,322.192039,8,no
0,0,20,20,19,46,65,104,75,179,0.000333,0.359335,9.000000,9702.034547,539.001919,1078.003839,334.794473,8,no
0,0,30,30,21,47,68,147,96,243,0.000333,0.493084,20.000000,29585.069408,1643.614967,1479.253470,353.304342,10,no
0,0,30,30,20,47,67,146,105,251,0.000333,0.507529,20.000000,30451.767736,1691.764874,1522.588387,347.504238,10,no
0,0,30,30,19,51,70,147,96,243,0.000333,0.496472,9.000000,13404.741958,744.707887,1489.415773,370.004315,11,yes
0,0,30,30,19,51,70,147,96,243,0.000333,0.496472,9.000000,13404.741958,744.707887,1489.415773,370.004315,11,yes
0,0,32,32,20,50,70,151,98,249,0.000333,0.508730,10.000000,15261.914712,847.884151,1526.191471,368.631371,11,yes
0,0,29,29,21,47,68,145,92,237,0.000333,0.480910,10.000000,14427.286934,801.515941,1442.728693,353.304342,10,no
0,0,29,29,19,49,68,144,94,238,0.000333,0.482939,9.000000,13039.345406,724.408078,1448.816156,355.831405,10,yes
0,0,30,30,20,50,70,147,95,242,0.000333,0.494429,10.000000,14832.864901,824.048050,1483.286490,368.631371,11,yes
0,0,30,30,19,49,68,147,95,242,0.000333,0.491055,9.000000,13258.494068,736.583004,1473.166008,355.831405,11,yes
0,0,24,24,16,37,53,102,77,179,0.000333,0.341766,16.000000,16404.764182,911.375788,1025.297761,256.749775,3,no
0,0,28,28,16,36,52,117,84,201,0.000333,0.381929,16.000000,18332.614134,1018.478563,1145.788383,250.117300,3,no
0,0,32,32,21,50,71,157,105,262,0.000333,0.537078,20.000000,32224.674906,1790.259717,1611.233745,374.431475,11,no
0,0,34,34,19,53,72,163,116,279,0.000333,0.573803,18.000000,30985.363357,1721.409075,1721.409075,384.290407,12,yes
0,0,34,34,19,55,74,164,111,275,0.000333,0.569200,18.000000,30736.794160,1707.599676,1707.599676,398.685407,12,yes
0,0,35,35,19,53,72,169,112,281,0.000333,0.577916,18.000000,31207.480657,1733.748925,1733.748925,384.290407,12,yes
0,0,34,34,19,53,72,163,110,273,0.000333,0.561463,18.000000,30319.011457,1684.389525,1684.389525,384.290407,12,yes
0,0,33,33,20,51,71,159,115,274,0.000333,0.561677,20.000000,33700.614215,1872.256345,1685.030711,375.732254,12,no
0,0,30,30,19,50,69,149,99,248,0.000333,0.504971,9.000000,13634.226588,757.457033,1514.914065,362.903432,11,no
0,0,32,32,21,52,73,158,116,274,0.000333,0.565337,20.000000,33920.238583,1884.457699,1696.011929,388.661531,11,no
0,0,27,27,20,48,68,144,97,241,0.000333,0.489026,20.000000,29341.570895,1630.087272,1467.078545,354.516762,11,no
0,0,36,36,19,56,75,169,126,295,0.000333,0.612501,18.000000,33075.027247,1837.501514,1837.501514,405.922498,12,no
0,0,36,36,19,54,73,174,123,297,0.000333,0.612793,18.000000,33090.802092,1838.377894,1838.377894,391.474548,12,no
0,0,30,30,19,50,69,148,102,250,0.000333,0.509044,18.000000,27488.360056,1527.131114,1527.131114,362.903432,11,no
0,0,35,35,19,52,71,162,130,292,0.000333,0.598575,18.000000,32323.070860,1795.726159,1795.726159,377.133488,10,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,33,33,19,53,72,156,116,272,0.000333,0.559407,18.000000,30207.952807,1678.219600,1678.219600,384.290407,10,no
0,0,33,33,19,51,70,161,113,274,0.000333,0.559808,18.000000,30229.623840,1679.423547,1679.423547,370.004315,10,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,24,24,18,50,68,123,90,213,0.000333,0.432210,9.000000,11669.666267,648.314793,1296.629585,357.251460,9,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,25,25,20,52,72,126,103,229,0.000333,0.470971,10.000000,14129.128253,784.951570,1412.912825,382.861427,9,no
0,0,20,20,17,47,64,113,83,196,0.000333,0.392000,8.000000,9408.000000,522.666667,1176.000000,330.552544,9,no
0,0,24,24,19,50,69,123,91,214,0.000333,0.435741,9.000000,11765.018104,653.612117,1307.224234,362.903432,9,no
0,0,17,17,17,43,60,100,73,173,0.000333,0.340631,8.000000,8175.136584,454.174255,1021.892073,302.816253,7,no
0,0,22,22,20,48,68,113,93,206,0.000333,0.418006,10.000000,12540.173453,696.676303,1254.017345,354.516762,7,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,no
0,0,18,18,16,44,60,98,70,168,0.000333,0.330786,8.000000,7938.860960,441.047831,992.357620,304.214991,7,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,no
0,0,19,19,18,45,63,101,74,175,0.000333,0.348675,9.000000,9414.215880,523.011993,1046.023987,322.192039,7,no
0,0,21,21,19,46,65,110,81,191,0.000333,0.383424,9.000000,10352.450271,575.136126,1150.272252,334.794473,7,no
0,0,22,22,19,46,65,108,78,186,0.000333,0.373387,9.000000,10081.443719,560.080207,1120.160413,334.794473,8,no
0,0,22,22,20,47,67,113,79,192,0.000333,0.388230,10.000000,11646.891246,647.049514,1164.689125,347.504238,8,no
0,0,23,23,18,50,68,117,85,202,0.000333,0.409889,9.000000,11067.007445,614.833747,1229.667494,357.251460,10,no
0,0,23,23,18,50,68,117,85,202,0.000333,0.409889,9.000000,11067.007445,614.833747,1229.667494,357.251460,10,no
0,0,20,20,18,46,64,104,75,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,329.142500,8,no
0,0,20,20,18,47,65,104,76,180,0.000333,0.361342,9.000000,9756.235857,542.013103,1084.026206,336.124326,8,no
0,0,20,20,18,46,64,104,75,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,329.142500,8,no
0,0,20,20,18,46,64,104,75,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,329.142500,8,no
0,0,20,20,18,46,64,104,75,179,0.000333,0.358000,9.000000,9666.000000,537.000000,1074.000000,329.142500,8,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,25,25,20,50,70,122,88,210,0.000333,0.429050,10.000000,12871.494336,715.083019,1287.149434,368.631371,10,no
0,0,23,23,18,49,67,117,85,202,0.000333,0.408450,9.000000,11028.150148,612.675008,1225.350016,350.179432,10,no
0,0,23,23,18,51,69,117,86,203,0.000333,0.413343,9.000000,11160.274183,620.015232,1240.030465,364.352342,10,no
0,0,22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
0,0,22,22,20,46,66,109,78,187,0.000333,0.376767,10.000000,11303.017003,627.945389,1130.301700,340.522412,8,no
0,0,23,23,18,50,68,117,86,203,0.000333,0.411918,9.000000,11121.794611,617.877478,1235.754957,357.251460,10,no
0,0,23,23,18,51,69,117,86,203,0.000333,0.413343,9.000000,11160.274183,620.015232,1240.030465,364.352342,10,no
0,0,23,23,18,50,68,117,85,202,0.000333,0.409889,9.000000,11067.007445,614.833747,1229.667494,357.251460,10,no
0,0,32,32,20,52,72,152,102,254,0.000333,0.522387,10.000000,15671.609504,870.644972,1567.160950,382.861427,14,yes
0,0,12,12,12,18,30,43,33,76,0.000333,0.124308,6.000000,2237.542112,124.307895,372.923685,118.078200,2,yes
0,0,12,12,12,17,29,43,33,76,0.000333,0.123069,6.000000,2215.239334,123.068852,369.206556,112.506418,2,yes
0,0,28,28,19,43,62,131,86,217,0.000333,0.430687,18.000000,23257.090788,1292.060599,1292.060599,314.040007,14,yes
0,0,28,28,19,42,61,131,86,217,0.000333,0.428990,18.000000,23165.460041,1286.970002,1286.970002,307.187955,14,yes
0,0,32,32,20,51,71,152,102,254,0.000333,0.520679,20.000000,31240.715367,1735.595298,1562.035768,375.732254,14,yes
0,0,8,8,12,14,26,34,27,61,0.000333,0.095576,6.000000,1720.360937,95.575608,286.726823,96.322519,1,yes
0,0,8,8,12,15,27,34,29,63,0.000333,0.099853,6.000000,1797.347476,99.852638,299.557913,101.622909,1,no
0,0,28,28,19,43,62,131,86,217,0.000333,0.430687,18.000000,23257.090788,1292.060599,1292.060599,314.040007,14,yes
0,0,23,23,18,50,68,117,85,202,0.000333,0.409889,9.000000,11067.007445,614.833747,1229.667494,357.251460,10,no
0,0,32,32,20,51,71,152,101,253,0.000333,0.518629,10.000000,15558.860212,864.381123,1555.886021,375.732254,14,yes
0,0,34,34,21,51,72,156,104,260,0.000333,0.534727,20.000000,32083.610008,1782.422778,1604.180500,381.532358,14,yes
0,0,12,12,12,18,30,43,33,76,0.000333,0.124308,6.000000,2237.542112,124.307895,372.923685,118.078200,2,yes
0,0,14,14,14,17,31,48,35,83,0.000333,0.137066,14.000000,5756.776113,319.820895,411.198294,122.789837,2,yes
