@relation R_data_frame

@attribute Lines_Of_Program numeric
@attribute Physic_Lines numeric
@attribute n1_Number_Of_Distinct_Operators numeric
@attribute n2_Number_Of_Distinct_Operands numeric
@attribute n_Program_Vocabulary numeric
@attribute N1_Total_Number_Of_Operators numeric
@attribute N2_Total_Number_Of_Operands numeric
@attribute N_Program_Length numeric
@attribute B_Number_of_Delivered_Bugs_1 numeric
@attribute B_Number_of_Delivered_Bugs_2 numeric
@attribute D_Difficulty numeric
@attribute E_Effort numeric
@attribute T_Time_Required_To_Program numeric
@attribute V_Volume numeric
@attribute _N_Calculated_Program_Length numeric
@attribute McCab_Number numeric
@attribute IsVulnerable {no,yes}

@data
10,10,11,13,24,40,35,75,0.000333,0.114624,10.000000,3438.721876,191.040104,343.872188,86.159464,1,no
10,10,12,13,25,33,28,61,0.000333,0.094425,12.000000,3399.302731,188.850152,283.275228,91.125266,1,no
5,5,8,8,16,21,19,40,0.000333,0.053333,8.000000,1280.000000,71.111111,160.000000,48.000000,1,no
11,11,14,22,36,51,41,92,0.000333,0.158544,7.000000,3329.431701,184.968428,475.633100,151.410465,2,no
12,12,14,24,38,56,45,101,0.000333,0.176680,7.000000,3710.284752,206.126931,530.040679,163.342069,2,no
10,10,14,24,38,46,40,86,0.000333,0.150441,7.000000,3159.252363,175.514020,451.321766,163.342069,2,no
11,11,14,26,40,51,44,95,0.000333,0.168528,7.000000,3539.082183,196.615677,505.583169,175.514402,2,no
7,7,9,9,18,29,21,50,0.000333,0.069499,8.000000,1667.970001,92.665000,208.496250,57.058650,1,no
8,8,14,15,29,48,29,77,0.000333,0.124688,7.000000,2618.451756,145.469542,374.064537,111.906328,5,no
8,8,16,16,32,53,33,86,0.000333,0.143333,16.000000,6880.000000,382.222222,430.000000,128.000000,5,no
8,8,12,11,23,37,27,64,0.000333,0.096503,12.000000,3474.095582,193.005310,289.507965,81.073298,2,no
12,12,13,19,32,71,42,113,0.000333,0.188333,12.000000,6780.000000,376.666667,565.000000,128.816339,2,no
14,14,13,19,32,77,44,121,0.000333,0.201667,12.000000,7260.000000,403.333333,605.000000,128.816339,3,no
18,18,15,22,37,96,58,154,0.000333,0.267419,14.000000,11231.581456,623.976748,802.255818,156.710855,5,no
5,5,10,10,20,21,17,38,0.000333,0.054744,5.000000,821.166338,45.620352,164.233268,66.438562,1,no
15,15,10,9,19,44,40,84,0.000333,0.118942,20.000000,7136.518223,396.473235,356.825911,61.748606,1,no
15,15,7,11,18,44,49,93,0.000333,0.129268,12.000000,4653.636302,258.535350,387.803025,57.705232,1,no
6,6,9,6,15,19,15,34,0.000333,0.044278,8.000000,1062.674242,59.037458,132.834280,44.039100,1,no
18,18,12,14,26,90,59,149,0.000333,0.233455,24.000000,16808.772432,933.820691,700.365518,96.322519,4,no
18,18,12,14,26,90,60,150,0.000333,0.235022,24.000000,16921.582985,940.087944,705.065958,96.322519,4,yes
13,13,12,14,26,69,44,113,0.000333,0.177050,18.000000,9560.694387,531.149688,531.149688,96.322519,3,no
13,13,12,14,26,69,45,114,0.000333,0.178617,18.000000,9645.302302,535.850128,535.850128,96.322519,3,yes
5,5,12,11,23,32,22,54,0.000333,0.081424,12.000000,2931.268148,162.848230,244.272346,81.073298,2,yes
5,5,8,8,16,20,15,35,0.000333,0.046667,4.000000,560.000000,31.111111,140.000000,48.000000,1,no
8,8,13,12,25,28,22,50,0.000333,0.077398,6.000000,1393.156857,77.397603,232.192809,91.125266,2,no
8,8,13,16,29,30,26,56,0.000333,0.090682,6.000000,1632.281614,90.682312,272.046936,112.105716,2,yes
8,8,13,17,30,30,27,57,0.000333,0.093231,6.000000,1678.156584,93.230921,279.692764,117.592585,2,yes
13,13,14,17,31,49,40,89,0.000333,0.146974,14.000000,6172.928603,342.940478,440.923472,122.789837,2,no
13,13,14,17,31,50,41,91,0.000333,0.150277,14.000000,6311.646099,350.647006,450.831864,122.789837,2,no
7,7,9,9,18,25,19,44,0.000333,0.061159,8.000000,1467.813601,81.545200,183.476700,57.058650,1,no
24,24,18,33,51,102,74,176,0.000333,0.332782,18.000000,17970.243483,998.346860,998.346860,241.523656,10,yes
24,24,20,35,55,106,78,184,0.000333,0.354590,20.000000,21275.403746,1181.966875,1063.770187,265.963467,11,no
18,18,13,27,40,65,57,122,0.000333,0.216425,12.000000,7791.302731,432.850152,649.275228,176.487679,4,yes
18,18,15,29,44,69,61,130,0.000333,0.236575,14.000000,9936.165546,552.009197,709.726110,199.484808,5,no
10,10,10,12,22,50,31,81,0.000333,0.120405,10.000000,3612.139611,200.674423,361.213961,76.238831,1,no
10,10,10,11,21,50,31,81,0.000333,0.118593,10.000000,3557.777112,197.654284,355.777711,71.273029,1,no
15,15,14,16,30,68,43,111,0.000333,0.181555,14.000000,7625.307986,423.628221,544.664856,117.302969,2,no
15,15,14,15,29,68,43,111,0.000333,0.179745,14.000000,7549.302466,419.405693,539.235890,111.906328,2,yes
11,11,14,15,29,52,31,83,0.000333,0.134404,14.000000,5644.973916,313.609662,403.212423,111.906328,2,no
11,11,14,14,28,52,31,83,0.000333,0.133003,14.000000,5586.146419,310.341468,399.010459,106.605938,2,no
6,6,10,9,19,18,17,35,0.000333,0.049559,5.000000,743.387315,41.299295,148.677463,61.748606,1,no
7,7,9,13,22,27,23,50,0.000333,0.074324,4.000000,891.886324,49.549240,222.971581,76.635041,1,no
7,7,9,14,23,27,24,51,0.000333,0.076901,4.000000,922.806639,51.267036,230.701660,81.832294,1,no
10,10,15,23,38,53,38,91,0.000333,0.159187,7.000000,3342.929826,185.718324,477.561404,162.645284,6,no
10,10,15,24,39,53,39,92,0.000333,0.162086,7.000000,3403.799029,189.099946,486.257004,168.642459,6,no
8,8,10,20,30,32,31,63,0.000333,0.103045,5.000000,1545.670538,85.870585,309.134108,119.657843,3,no
8,8,10,21,31,32,32,64,0.000333,0.105690,5.000000,1585.342819,88.074601,317.068564,125.457947,3,yes
8,8,9,10,19,29,22,51,0.000333,0.072215,8.000000,1733.154425,96.286357,216.644303,61.748606,1,no
20,20,17,32,49,85,68,153,0.000333,0.286350,16.000000,13744.809698,763.600539,859.050606,229.486868,7,no
20,20,19,34,53,89,72,161,0.000333,0.307398,18.000000,16599.513477,922.195193,922.195193,253.684359,8,no
18,18,14,28,42,64,61,125,0.000333,0.224680,14.000000,9436.555490,524.253083,674.039678,187.908907,4,no
18,18,16,30,46,68,65,133,0.000333,0.244878,16.000000,11754.139842,653.007769,734.633740,211.206718,5,yes
6,6,11,10,21,33,20,53,0.000333,0.077598,10.000000,2327.928234,129.329346,232.792823,71.273029,1,no
6,6,11,9,20,33,20,53,0.000333,0.076354,10.000000,2290.621890,127.256772,229.062189,66.583073,1,no
10,10,12,14,26,45,31,76,0.000333,0.119078,12.000000,4286.801023,238.155612,357.233419,96.322519,1,no
10,10,12,13,25,45,31,76,0.000333,0.117644,12.000000,4235.196845,235.288714,352.933070,91.125266,1,no
10,10,13,15,28,45,31,76,0.000333,0.121786,12.000000,4384.307689,243.572649,365.358974,106.709075,4,yes
12,12,12,18,30,48,35,83,0.000333,0.135757,6.000000,2443.631517,135.757306,407.271919,118.078200,3,no
8,8,12,10,22,26,18,44,0.000333,0.065405,6.000000,1177.289947,65.404997,196.214991,76.238831,3,yes
9,9,12,14,26,42,26,68,0.000333,0.106543,6.000000,1917.779405,106.543300,319.629901,96.322519,4,no
11,11,12,17,29,47,33,80,0.000333,0.129546,6.000000,2331.830878,129.546160,388.638480,112.506418,3,yes
6,6,10,10,20,29,21,50,0.000333,0.072032,10.000000,2160.964047,120.053558,216.096405,66.438562,1,no
6,6,10,12,22,29,22,51,0.000333,0.075810,5.000000,1137.155063,63.175281,227.431013,76.238831,1,no
3,3,8,8,16,11,11,22,0.000333,0.029333,4.000000,352.000000,19.555556,88.000000,48.000000,1,no
3,3,8,9,17,11,12,23,0.000333,0.031337,4.000000,376.046581,20.891477,94.011645,52.529325,1,no
6,6,10,7,17,18,16,34,0.000333,0.046325,10.000000,1389.737366,77.207631,138.973737,52.870765,1,no
8,8,15,10,25,33,22,55,0.000333,0.085137,14.000000,3575.769266,198.653848,255.412090,91.822640,3,yes
6,6,10,11,21,31,25,56,0.000333,0.081990,10.000000,2459.697757,136.649875,245.969776,71.273029,1,no
5,5,10,8,18,24,18,42,0.000333,0.058379,10.000000,1751.368501,97.298250,175.136850,57.219281,1,no
5,5,10,9,19,24,18,42,0.000333,0.059471,10.000000,1784.129556,99.118309,178.412956,61.748606,1,no
9,9,11,14,25,40,27,67,0.000333,0.103713,5.000000,1555.691824,86.427324,311.138365,91.356717,2,no
26,26,17,25,42,96,99,195,0.000333,0.350501,24.000000,25236.045539,1402.002530,1051.501897,185.583273,3,no
26,26,17,26,43,96,107,203,0.000333,0.367177,32.000000,35249.015847,1958.278658,1101.531745,191.698301,3,yes
16,16,15,20,35,66,52,118,0.000333,0.201752,14.000000,8473.575544,470.754197,605.255396,145.041921,2,no
16,16,15,21,36,66,54,120,0.000333,0.206797,14.000000,8685.474002,482.526333,620.391000,150.842025,2,no
5,5,10,8,18,26,17,43,0.000333,0.059769,10.000000,1793.067751,99.614875,179.306775,57.219281,1,no
13,13,14,17,31,56,43,99,0.000333,0.163488,14.000000,6866.516086,381.473116,490.465435,122.789837,2,no
13,13,14,16,30,56,43,99,0.000333,0.161927,14.000000,6800.950366,377.830576,485.782169,117.302969,2,yes
13,13,13,15,28,47,34,81,0.000333,0.129799,12.000000,4672.748984,259.597166,389.395749,106.709075,2,no
13,13,13,14,27,47,34,81,0.000333,0.128382,12.000000,4621.750652,256.763925,385.145888,101.408685,2,no
17,17,14,18,32,63,55,118,0.000333,0.196667,21.000000,12390.000000,688.333333,590.000000,128.361619,2,no
17,17,14,20,34,63,59,122,0.000333,0.206890,14.000000,8689.386533,482.743696,620.670467,139.741531,2,no
16,16,15,20,35,61,54,115,0.000333,0.196623,14.000000,8258.145657,458.785870,589.867547,145.041921,2,yes
16,16,15,22,37,61,56,117,0.000333,0.203169,14.000000,8533.084613,474.060256,609.506044,156.710855,2,no
3,3,6,8,14,7,10,17,0.000333,0.021575,3.000000,194.175101,10.787506,64.725034,39.509775,1,yes
4,4,9,10,19,12,14,26,0.000333,0.036815,4.000000,441.784461,24.543581,110.446115,61.748606,1,no
12,12,15,18,33,50,39,89,0.000333,0.149650,14.000000,6285.315073,349.184171,448.951077,133.662009,2,yes
7,7,7,10,17,27,18,45,0.000333,0.061312,3.000000,551.807484,30.655971,183.935828,52.870765,2,yes
12,12,13,13,26,49,35,84,0.000333,0.131612,12.000000,4738.043236,263.224624,394.836936,96.211433,2,no
9,9,10,12,22,40,26,66,0.000333,0.098107,10.000000,2943.224868,163.512493,294.322487,76.238831,1,no
9,9,10,11,21,40,26,66,0.000333,0.096631,10.000000,2898.929499,161.051639,289.892950,71.273029,1,yes
10,10,13,13,26,42,26,68,0.000333,0.106543,12.000000,3835.558810,213.086601,319.629901,96.211433,2,no
14,14,14,16,30,58,38,96,0.000333,0.157020,14.000000,6594.860960,366.381164,471.061497,117.302969,2,no
14,14,14,15,29,58,38,96,0.000333,0.155455,14.000000,6529.126457,362.729248,466.366176,111.906328,2,yes
6,6,10,11,21,37,23,60,0.000333,0.087846,10.000000,2635.390454,146.410581,263.539045,71.273029,1,no
6,6,10,11,21,40,24,64,0.000333,0.093703,10.000000,2811.083151,156.171286,281.108315,71.273029,1,no
9,9,12,14,26,48,28,76,0.000333,0.119078,12.000000,4286.801023,238.155612,357.233419,96.322519,2,no
9,9,12,14,26,51,29,80,0.000333,0.125345,12.000000,4512.422129,250.690118,376.035177,96.322519,2,no
5,5,9,10,19,17,15,32,0.000333,0.045311,4.000000,543.734722,30.207485,135.933680,61.748606,1,no
1,1,7,5,12,14,6,20,0.000333,0.023900,3.000000,215.097750,11.949875,71.699250,31.261125,1,no
10,10,10,11,21,29,29,58,0.000333,0.084918,10.000000,2547.544105,141.530228,254.754411,71.273029,1,no
10,10,10,12,22,29,30,59,0.000333,0.087702,10.000000,2631.064655,146.170259,263.106465,76.238831,1,no
9,9,10,11,21,31,29,60,0.000333,0.087846,10.000000,2635.390454,146.410581,263.539045,71.273029,1,no
14,14,14,17,31,55,44,99,0.000333,0.163488,14.000000,6866.516086,381.473116,490.465435,122.789837,2,no
14,14,14,16,30,55,44,99,0.000333,0.161927,14.000000,6800.950366,377.830576,485.782169,117.302969,2,no
10,10,10,13,23,42,35,77,0.000333,0.116105,10.000000,3483.142706,193.507928,348.314271,81.324997,1,no
10,10,10,12,22,42,35,77,0.000333,0.114459,10.000000,3433.762346,190.764575,343.376235,76.238831,1,no
9,9,12,15,27,39,27,66,0.000333,0.104608,6.000000,1882.935451,104.607525,313.822575,101.622909,2,no
9,9,12,14,26,39,27,66,0.000333,0.103410,6.000000,1861.374128,103.409674,310.229021,96.322519,2,no
11,11,14,18,32,36,36,72,0.000333,0.120000,14.000000,5040.000000,280.000000,360.000000,128.361619,2,yes
15,15,14,20,34,64,50,114,0.000333,0.193324,14.000000,8119.590695,451.088372,579.970764,139.741531,2,no
15,15,14,21,35,64,52,116,0.000333,0.198332,14.000000,8329.955620,462.775312,594.996830,145.541635,2,no
21,21,14,22,36,78,78,156,0.000333,0.268836,21.000000,16936.674305,940.926350,806.508300,151.410465,2,no
21,21,14,23,37,78,84,162,0.000333,0.281310,21.000000,17722.560350,984.586686,843.931445,157.344894,2,yes
16,16,15,19,34,79,47,126,0.000333,0.213673,14.000000,8974.284452,498.571358,641.020318,139.313982,6,yes
22,22,17,29,46,120,68,188,0.000333,0.346143,16.000000,16614.874364,923.048576,1038.429648,210.368317,12,no
13,13,14,24,38,67,47,114,0.000333,0.199421,7.000000,4187.846156,232.658120,598.263737,163.342069,2,no
19,19,15,26,41,92,59,151,0.000333,0.269663,14.000000,11325.864938,629.214719,808.990353,180.814792,6,no
15,15,14,14,28,65,45,110,0.000333,0.176270,21.000000,11104.989870,616.943882,528.809041,106.605938,2,no
15,15,14,13,27,64,44,108,0.000333,0.171176,21.000000,10784.084855,599.115825,513.527850,101.408685,2,yes
11,11,14,15,29,55,36,91,0.000333,0.147359,14.000000,6189.067788,343.837099,442.076271,111.906328,2,yes
11,11,14,14,28,54,35,89,0.000333,0.142618,14.000000,5989.964233,332.775791,427.854588,106.605938,2,no
15,15,14,15,29,71,48,119,0.000333,0.192700,21.000000,12140.094507,674.449695,578.099738,111.906328,2,no
15,15,14,14,28,70,47,117,0.000333,0.187487,21.000000,11811.671043,656.203947,562.460526,106.605938,2,no
12,12,13,20,33,51,42,93,0.000333,0.156376,12.000000,5629.543837,312.752435,469.128653,134.544278,1,no
12,12,13,19,32,51,42,93,0.000333,0.155000,12.000000,5580.000000,310.000000,465.000000,128.816339,1,no
7,7,12,10,22,28,22,50,0.000333,0.074324,12.000000,2675.658971,148.647721,222.971581,76.238831,1,no
14,14,16,13,29,76,45,121,0.000333,0.195939,24.000000,14107.576810,783.754267,587.815700,112.105716,3,no
14,14,16,13,29,77,46,123,0.000333,0.199177,24.000000,14340.759898,796.708883,597.531662,112.105716,3,no
14,14,17,18,35,68,44,112,0.000333,0.191493,16.000000,9191.675166,510.648620,574.479698,144.545518,3,no
8,8,13,12,25,41,28,69,0.000333,0.106809,12.000000,3845.112925,213.617385,320.426077,91.125266,2,no
8,8,13,13,26,41,28,69,0.000333,0.108110,12.000000,3891.964087,216.220227,324.330341,96.211433,2,yes
10,10,14,13,27,36,30,66,0.000333,0.104608,14.000000,4393.516052,244.084225,313.822575,101.408685,2,no
11,11,16,19,35,49,40,89,0.000333,0.152169,16.000000,7304.099016,405.783279,456.506189,144.710623,1,no
11,11,16,20,36,49,41,90,0.000333,0.155098,16.000000,7444.692002,413.594000,465.293250,150.438562,1,no
15,15,11,23,34,61,48,109,0.000333,0.184844,10.000000,5545.334497,308.074139,554.533450,142.095673,1,no
9,9,10,10,20,31,23,54,0.000333,0.077795,10.000000,2333.841171,129.657843,233.384117,66.438562,1,yes
21,21,17,32,49,96,66,162,0.000333,0.303194,16.000000,14553.327916,808.518218,909.582995,229.486868,10,no
21,21,19,33,52,100,68,168,0.000333,0.319225,18.000000,17238.129708,957.673873,957.673873,247.175629,11,no
15,15,12,26,38,59,49,108,0.000333,0.188925,6.000000,3400.657029,188.925390,566.776171,165.230983,4,no
15,15,14,27,41,63,51,114,0.000333,0.203587,7.000000,4275.326500,237.518139,610.760929,181.684931,5,no
8,8,11,12,23,32,26,58,0.000333,0.087456,10.000000,2623.665935,145.759219,262.366593,81.073298,1,yes
8,8,11,11,22,32,26,58,0.000333,0.086216,10.000000,2586.470339,143.692797,258.647034,76.107496,1,no
11,11,16,15,31,47,36,83,0.000333,0.137066,16.000000,6579.172700,365.509594,411.198294,122.603359,1,no
8,8,10,12,22,33,27,60,0.000333,0.089189,10.000000,2675.658971,148.647721,267.565897,76.238831,1,yes
8,8,10,11,21,33,27,60,0.000333,0.087846,10.000000,2635.390454,146.410581,263.539045,71.273029,1,no
5,5,8,8,16,21,14,35,0.000333,0.046667,4.000000,560.000000,31.111111,140.000000,48.000000,1,no
6,6,9,8,17,22,17,39,0.000333,0.053137,8.000000,1275.288406,70.849356,159.411051,52.529325,1,no
4,4,9,7,16,21,12,33,0.000333,0.044000,4.000000,528.000000,29.333333,132.000000,48.180809,1,no
11,11,10,13,23,51,38,89,0.000333,0.134199,10.000000,4025.970141,223.665008,402.597014,81.324997,1,no
11,11,10,12,22,51,38,89,0.000333,0.132296,15.000000,5953.341211,330.741178,396.889414,76.238831,1,no
16,16,14,17,31,68,51,119,0.000333,0.196516,21.000000,12380.536580,687.807588,589.549361,122.789837,2,no
16,16,14,16,30,68,51,119,0.000333,0.194640,21.000000,12262.319598,681.239978,583.919981,117.302969,2,yes
4,4,11,7,18,19,13,32,0.000333,0.044479,5.000000,667.188000,37.066000,133.437600,57.705232,1,no
14,14,10,18,28,51,53,104,0.000333,0.166655,10.000000,4999.649119,277.758284,499.964912,108.277931,1,yes
14,14,10,18,28,51,57,108,0.000333,0.173065,15.000000,7787.914974,432.661943,519.194332,108.277931,1,no
4,4,9,6,15,14,11,25,0.000333,0.032557,4.000000,390.689060,21.704948,97.672265,44.039100,1,no
3,3,8,6,14,14,11,25,0.000333,0.031728,4.000000,380.735492,21.151972,95.183873,39.509775,2,yes
1,1,3,2,5,3,2,5,0.000333,0.003870,1.000000,11.609640,0.644980,11.609640,6.754888,1,no
2,2,6,4,10,13,7,20,0.000333,0.022146,3.000000,199.315686,11.073094,66.438562,23.509775,1,no
12,12,14,16,30,61,37,98,0.000333,0.160292,14.000000,6732.253897,374.014105,480.875278,117.302969,2,no
7,7,10,10,20,44,26,70,0.000333,0.100845,10.000000,3025.349666,168.074981,302.534967,66.438562,1,yes
5,5,10,7,17,27,16,43,0.000333,0.058587,10.000000,1757.609022,97.644946,175.760902,52.870765,1,no
5,5,10,8,18,27,16,43,0.000333,0.059769,10.000000,1793.067751,99.614875,179.306775,57.219281,1,no
7,7,10,12,22,38,29,67,0.000333,0.099594,10.000000,2987.819184,165.989955,298.781918,76.238831,1,no
2,2,7,7,14,10,9,19,0.000333,0.024113,3.000000,217.019231,12.056624,72.339744,39.302969,1,no
13,13,14,17,31,53,43,96,0.000333,0.158534,14.000000,6658.439841,369.913325,475.602846,122.789837,2,no
13,13,14,16,30,53,43,96,0.000333,0.157020,14.000000,6594.860960,366.381164,471.061497,117.302969,2,no
11,11,14,14,28,49,31,80,0.000333,0.128196,14.000000,5384.237513,299.124306,384.588394,106.605938,2,no
11,11,14,15,29,49,31,80,0.000333,0.129546,14.000000,5440.938715,302.274373,388.638480,111.906328,2,yes
6,6,10,9,19,32,20,52,0.000333,0.073631,10.000000,2208.922307,122.717906,220.892231,61.748606,1,no
3,3,7,6,13,17,10,27,0.000333,0.033304,3.000000,299.735617,16.651979,99.911872,35.161259,1,no
4,4,9,6,15,21,12,33,0.000333,0.042976,8.000000,1031.419117,57.301062,128.927390,44.039100,1,no
13,13,11,19,30,58,43,101,0.000333,0.165199,10.000000,4955.959502,275.331083,495.595950,118.764371,1,no
13,13,11,18,29,58,43,101,0.000333,0.163552,10.000000,4906.560805,272.586711,490.656081,113.112398,1,no
18,18,15,23,38,76,55,131,0.000333,0.229160,14.000000,9624.699060,534.705503,687.478504,162.645284,2,no
18,18,15,22,37,76,55,131,0.000333,0.227479,14.000000,9554.137473,530.785415,682.438391,156.710855,2,no
13,13,15,18,33,59,38,97,0.000333,0.163102,14.000000,6850.287214,380.571512,489.306230,133.662009,2,yes
13,13,15,17,32,59,38,97,0.000333,0.161667,14.000000,6790.000000,377.222222,485.000000,128.090227,2,no
9,9,9,12,21,37,26,63,0.000333,0.092239,8.000000,2213.727981,122.984888,276.715998,71.548875,1,no
14,14,14,21,35,46,41,87,0.000333,0.148749,7.000000,3123.733357,173.540742,446.247622,145.541635,2,no
14,14,14,21,35,47,42,89,0.000333,0.152169,14.000000,6391.086639,355.060369,456.506189,145.541635,2,no
11,11,14,17,31,57,38,95,0.000333,0.156883,14.000000,6589.081093,366.060061,470.648649,122.789837,2,no
11,11,14,17,31,58,39,97,0.000333,0.160186,14.000000,6727.798590,373.766588,480.557042,122.789837,2,no
11,11,14,16,30,48,35,83,0.000333,0.135757,14.000000,5701.806872,316.767048,407.271919,117.302969,2,no
11,11,14,16,30,51,36,87,0.000333,0.142300,14.000000,5976.592745,332.032930,426.899482,117.302969,2,no
6,6,10,11,21,31,22,53,0.000333,0.077598,10.000000,2327.928234,129.329346,232.792823,71.273029,1,yes
6,6,10,11,21,34,23,57,0.000333,0.083454,10.000000,2503.620931,139.090052,250.362093,71.273029,1,no
9,9,12,15,27,41,28,69,0.000333,0.109362,6.000000,1968.523426,109.362413,328.087238,101.622909,2,yes
9,9,12,15,27,44,29,73,0.000333,0.115702,6.000000,2082.640726,115.702263,347.106788,101.622909,2,no
14,14,15,20,35,55,44,99,0.000333,0.169266,14.000000,7109.186261,394.954792,507.799019,145.041921,2,no
14,14,15,22,37,58,47,105,0.000333,0.182331,14.000000,7657.896447,425.438692,546.992603,156.710855,2,no
9,9,11,15,26,38,31,69,0.000333,0.108110,10.000000,3243.303406,180.183523,324.330341,96.657107,1,no
9,9,11,17,28,41,34,75,0.000333,0.120184,10.000000,3605.516192,200.306455,360.551619,107.540616,1,yes
3,3,8,5,13,17,9,26,0.000333,0.032070,4.000000,384.845731,21.380318,96.211433,35.609640,1,no
10,10,10,13,23,45,35,80,0.000333,0.120628,10.000000,3618.849565,201.047198,361.884956,81.324997,1,no
10,10,10,12,22,45,35,80,0.000333,0.118918,10.000000,3567.545295,198.196961,356.754529,76.238831,1,no
14,14,14,17,31,58,44,102,0.000333,0.168443,14.000000,7074.592331,393.032907,505.328024,122.789837,2,no
14,14,14,16,30,58,44,102,0.000333,0.166834,14.000000,7007.039771,389.279987,500.502841,117.302969,2,yes
9,9,11,14,25,42,27,69,0.000333,0.106809,5.000000,1602.130385,89.007244,320.426077,91.356717,2,no
9,9,11,13,24,42,27,69,0.000333,0.105454,10.000000,3163.624125,175.756896,316.362413,86.159464,2,no
6,6,10,11,21,35,26,61,0.000333,0.089310,10.000000,2679.313628,148.850757,267.931363,71.273029,1,no
9,9,11,14,25,44,28,72,0.000333,0.111453,10.000000,3343.576457,185.754248,334.357646,91.356717,2,no
9,9,10,13,23,37,30,67,0.000333,0.101026,10.000000,3030.786511,168.377028,303.078651,81.324997,1,no
9,9,10,12,22,37,30,67,0.000333,0.099594,10.000000,2987.819184,165.989955,298.781918,76.238831,1,no
14,14,14,17,31,54,43,97,0.000333,0.160186,14.000000,6727.798590,373.766588,480.557042,122.789837,2,no
14,14,14,16,30,54,43,97,0.000333,0.158656,14.000000,6663.557429,370.197635,475.968388,117.302969,2,no
7,7,10,11,21,31,26,57,0.000333,0.083454,10.000000,2503.620931,139.090052,250.362093,71.273029,1,no
15,15,13,22,35,65,52,117,0.000333,0.200042,12.000000,7201.513356,400.084075,600.126113,146.213212,4,no
12,12,12,17,29,45,39,84,0.000333,0.136023,12.000000,4896.844843,272.046936,408.070404,112.506418,3,no
6,6,9,9,18,20,15,35,0.000333,0.048649,4.000000,583.789500,32.432750,145.947375,57.058650,2,no
14,14,12,22,34,62,47,109,0.000333,0.184844,12.000000,6654.401396,369.688966,554.533450,141.127046,4,no
16,16,12,24,36,67,54,121,0.000333,0.208520,12.000000,7506.731102,417.040617,625.560925,153.058650,3,no
13,13,13,16,29,42,38,80,0.000333,0.129546,12.000000,4663.661755,259.092320,388.638480,112.105716,2,no
13,13,13,15,28,42,38,80,0.000333,0.128196,12.000000,4615.060725,256.392263,384.588394,106.709075,2,no
16,16,13,17,30,50,46,96,0.000333,0.157020,12.000000,5652.737966,314.040998,471.061497,117.592585,2,yes
15,15,13,15,28,47,43,90,0.000333,0.144221,12.000000,5191.943316,288.441295,432.661943,106.709075,2,no
11,11,13,14,27,45,31,76,0.000333,0.120457,12.000000,4336.457402,240.914300,361.371450,101.408685,2,no
11,11,13,15,28,45,31,76,0.000333,0.121786,12.000000,4384.307689,243.572649,365.358974,106.709075,2,no
7,7,10,10,20,31,22,53,0.000333,0.076354,10.000000,2290.621890,127.256772,229.062189,66.438562,1,no
16,16,14,19,33,69,52,121,0.000333,0.203457,14.000000,8545.203638,474.733535,610.371688,134.013592,2,yes
16,16,14,19,33,68,53,121,0.000333,0.203457,14.000000,8545.203638,474.733535,610.371688,134.013592,2,no
11,11,16,16,32,51,34,85,0.000333,0.141667,16.000000,6800.000000,377.777778,425.000000,128.000000,3,no
7,7,13,12,25,35,27,62,0.000333,0.095973,12.000000,3455.029005,191.946056,287.919084,91.125266,2,yes
7,7,13,13,26,35,27,62,0.000333,0.097142,12.000000,3497.127150,194.284842,291.427263,96.211433,2,no
9,9,12,13,25,43,30,73,0.000333,0.113001,12.000000,4068.018022,226.001001,339.001502,91.125266,1,no
9,9,12,12,24,43,30,73,0.000333,0.111567,12.000000,4016.427151,223.134842,334.702263,86.039100,1,yes
10,10,11,10,21,32,25,57,0.000333,0.083454,10.000000,2503.620931,139.090052,250.362093,71.273029,1,no
6,6,10,8,18,30,19,49,0.000333,0.068109,10.000000,2043.263251,113.514625,204.326325,57.219281,1,yes
6,6,10,9,19,30,19,49,0.000333,0.069383,10.000000,2081.484482,115.638027,208.148448,61.748606,1,no
20,20,17,23,40,82,72,154,0.000333,0.273192,24.000000,19669.846239,1092.769235,819.576927,173.528793,3,yes
20,20,17,24,41,82,76,158,0.000333,0.282164,24.000000,20315.837202,1128.657622,846.493217,179.525968,3,no
26,26,17,25,42,96,100,196,0.000333,0.352298,32.000000,33820.614876,1878.923049,1056.894215,185.583273,3,yes
26,26,17,26,43,96,108,204,0.000333,0.368986,32.000000,35422.656319,1967.925351,1106.958010,191.698301,3,no
10,10,12,18,30,36,32,68,0.000333,0.111223,6.000000,2002.011363,111.222854,333.668561,118.078200,2,yes
8,8,12,11,23,24,20,44,0.000333,0.066346,6.000000,1194.220356,66.345575,199.036726,81.073298,3,no
8,8,12,15,27,30,26,56,0.000333,0.088758,6.000000,1597.642201,88.757900,266.273700,101.622909,2,no
9,9,12,17,29,35,30,65,0.000333,0.105256,6.000000,1894.612588,105.256255,315.768765,112.506418,2,yes
10,10,11,13,24,42,31,73,0.000333,0.111567,10.000000,3347.022626,185.945701,334.702263,86.159464,1,yes
10,10,11,14,25,42,32,74,0.000333,0.114548,10.000000,3436.453580,190.914088,343.645358,91.356717,1,no
23,23,14,20,34,77,80,157,0.000333,0.266244,28.000000,22364.486650,1242.471481,798.731666,139.741531,2,no
23,23,14,22,36,77,88,165,0.000333,0.284346,28.000000,23885.053507,1326.947417,853.037625,151.410465,2,no
17,17,14,18,32,63,56,119,0.000333,0.198333,21.000000,12495.000000,694.166667,595.000000,128.361619,2,no
