@relation R_data_frame

@attribute Lines_Of_Program numeric
@attribute Physic_Lines numeric
@attribute n1_Number_Of_Distinct_Operators numeric
@attribute n2_Number_Of_Distinct_Operands numeric
@attribute n_Program_Vocabulary numeric
@attribute N1_Total_Number_Of_Operators numeric
@attribute N2_Total_Number_Of_Operands numeric
@attribute N_Program_Length numeric
@attribute B_Number_of_Delivered_Bugs_1 numeric
@attribute B_Number_of_Delivered_Bugs_2 numeric
@attribute D_Difficulty numeric
@attribute E_Effort numeric
@attribute T_Time_Required_To_Program numeric
@attribute V_Volume numeric
@attribute _N_Calculated_Program_Length numeric
@attribute McCab_Number numeric
@attribute IsVulnerable {no,yes}

@data
5,5,10,13,23,24,22,46,0.000333,0.069361,5.000000,1040.419250,57.801069,208.083850,81.324997,1,yes
11,11,14,19,33,49,35,84,0.000333,0.141243,7.000000,2966.103742,164.783541,423.729106,134.013592,2,yes
11,11,15,17,32,49,33,82,0.000333,0.136667,7.000000,2870.000000,159.444444,410.000000,128.090227,2,no
16,16,15,19,34,71,51,122,0.000333,0.206890,14.000000,8689.386533,482.743696,620.670467,139.313982,2,yes
16,16,16,17,33,71,49,120,0.000333,0.201776,16.000000,9685.236709,538.068706,605.327294,133.486868,2,no
9,9,11,14,25,34,37,71,0.000333,0.109905,10.000000,3297.137895,183.174327,329.713789,91.356717,1,no
9,9,12,17,29,35,37,72,0.000333,0.116592,12.000000,4197.295580,233.183088,349.774632,112.506418,1,no
14,14,15,21,36,60,54,114,0.000333,0.196457,14.000000,8251.200302,458.400017,589.371450,150.842025,2,no
14,14,16,24,40,61,54,115,0.000333,0.204007,16.000000,9792.347695,544.019316,612.021731,174.039100,2,no
10,10,11,17,28,45,45,90,0.000333,0.144221,10.000000,4326.619430,240.367746,432.661943,107.540616,1,no
10,10,12,19,31,46,45,91,0.000333,0.150277,12.000000,5409.982371,300.554576,450.831864,123.730173,1,yes
11,11,11,17,28,37,50,87,0.000333,0.139413,10.000000,4182.398782,232.355488,418.239878,107.540616,1,no
11,11,12,20,32,38,50,88,0.000333,0.146667,12.000000,5280.000000,293.333333,440.000000,129.458112,1,yes
13,13,12,22,34,54,53,107,0.000333,0.181453,12.000000,6532.302288,362.905683,544.358524,141.127046,2,no
13,13,13,24,37,55,53,108,0.000333,0.187540,12.000000,6751.451562,375.080642,562.620963,158.144816,2,yes
12,12,11,20,31,48,58,106,0.000333,0.175048,10.000000,5251.448089,291.747116,525.144809,124.492310,1,no
12,12,12,22,34,49,58,107,0.000333,0.181453,12.000000,6532.302288,362.905683,544.358524,141.127046,1,no
9,9,11,18,29,32,33,65,0.000333,0.105256,5.000000,1578.843823,87.713546,315.768765,113.112398,2,no
9,9,13,16,29,34,31,65,0.000333,0.105256,6.000000,1894.612588,105.256255,315.768765,112.105716,2,no
9,9,12,16,28,33,31,64,0.000333,0.102557,6.000000,1846.024290,102.556905,307.670715,107.019550,2,yes
12,12,13,18,31,41,35,76,0.000333,0.125506,6.000000,2259.113518,125.506307,376.518920,123.164366,2,no
12,12,13,16,29,42,34,76,0.000333,0.123069,12.000000,4430.478668,246.137704,369.206556,112.105716,2,no
9,9,11,15,26,29,22,51,0.000333,0.079907,5.000000,1198.612128,66.589563,239.722426,96.657107,2,no
9,9,11,13,24,30,21,51,0.000333,0.077944,5.000000,1169.165438,64.953635,233.833088,86.159464,2,no
9,9,11,14,25,30,21,51,0.000333,0.078946,5.000000,1184.183328,65.787963,236.836666,91.356717,2,yes
12,12,13,19,32,43,31,74,0.000333,0.123333,6.000000,2220.000000,123.333333,370.000000,128.816339,3,no
12,12,13,18,31,44,30,74,0.000333,0.122204,6.000000,2199.663162,122.203509,366.610527,123.164366,3,no
10,10,11,17,28,36,32,68,0.000333,0.108967,5.000000,1634.500673,90.805593,326.900135,107.540616,2,yes
10,10,12,15,27,37,31,68,0.000333,0.107777,12.000000,3879.988202,215.554900,323.332350,101.622909,2,no
14,14,13,20,33,59,44,103,0.000333,0.173191,12.000000,6234.871132,346.381730,519.572594,134.544278,2,yes
14,14,14,18,32,60,43,103,0.000333,0.171667,14.000000,7210.000000,400.555556,515.000000,128.361619,2,no
11,11,11,17,28,47,31,78,0.000333,0.124991,5.000000,1874.868420,104.159357,374.973684,107.540616,2,no
11,11,12,15,27,48,30,78,0.000333,0.123627,12.000000,4450.574702,247.254150,370.881225,101.622909,2,no
12,12,12,20,32,47,32,79,0.000333,0.131667,6.000000,2370.000000,131.666667,395.000000,129.458112,3,yes
12,12,13,19,32,48,31,79,0.000333,0.131667,6.000000,2370.000000,131.666667,395.000000,128.816339,3,no
29,29,18,49,67,136,95,231,0.000333,0.467089,9.000000,12611.399427,700.633301,1401.266603,350.179432,12,no
25,25,18,48,66,122,87,209,0.000333,0.421093,9.000000,11369.505339,631.639185,1263.278371,343.136850,10,no
11,11,10,16,26,40,47,87,0.000333,0.136313,10.000000,4089.382555,227.187920,408.938255,97.219281,1,no
11,11,11,18,29,41,50,91,0.000333,0.147359,10.000000,4420.762706,245.597928,442.076271,113.112398,1,yes
10,10,10,14,24,36,42,78,0.000333,0.119209,15.000000,5364.406126,298.022563,357.627075,86.522250,1,no
10,10,11,17,28,37,45,82,0.000333,0.131401,10.000000,3942.031036,219.001724,394.203104,107.540616,1,no
13,13,11,18,29,47,47,94,0.000333,0.152217,10.000000,4566.502135,253.694563,456.650214,113.112398,2,no
13,13,12,20,32,48,50,98,0.000333,0.163333,12.000000,5880.000000,326.666667,490.000000,129.458112,2,yes
26,26,16,47,63,128,91,219,0.000333,0.436341,8.000000,10472.194426,581.788579,1309.024303,325.065676,11,no
22,22,16,46,62,114,83,197,0.000333,0.390992,8.000000,9383.813385,521.322966,1172.976673,318.083850,9,no
3,3,10,10,20,19,16,35,0.000333,0.050422,5.000000,756.337417,42.018745,151.267483,66.438562,2,yes
14,14,16,16,32,53,42,95,0.000333,0.158333,16.000000,7600.000000,422.222222,475.000000,128.000000,3,yes
14,14,17,14,31,58,44,102,0.000333,0.168443,24.000000,12127.872568,673.770698,505.328024,122.789837,4,no
9,9,10,15,25,34,37,71,0.000333,0.109905,10.000000,3297.137895,183.174327,329.713789,91.822640,1,no
9,9,11,17,28,35,38,73,0.000333,0.116979,10.000000,3509.369093,194.964950,350.936909,107.540616,1,yes
8,8,10,13,23,30,32,62,0.000333,0.093487,10.000000,2804.608413,155.811578,280.460841,81.324997,1,no
8,8,11,16,27,31,33,64,0.000333,0.101438,10.000000,3043.128001,169.062667,304.312800,102.053748,1,no
12,12,14,21,35,60,41,101,0.000333,0.172686,7.000000,3626.403093,201.466838,518.057585,145.541635,3,no
12,12,15,19,34,63,40,103,0.000333,0.174670,14.000000,7336.121417,407.562301,524.008673,139.313982,3,yes
12,12,15,19,34,62,40,102,0.000333,0.172974,14.000000,7264.896937,403.605385,518.921210,139.313982,3,no
12,12,14,21,35,60,40,100,0.000333,0.170976,7.000000,3590.498112,199.472117,512.928302,145.541635,3,yes
12,12,15,19,34,62,39,101,0.000333,0.171278,14.000000,7193.672458,399.648470,513.833747,139.313982,3,no
17,17,15,21,36,78,59,137,0.000333,0.236093,14.000000,9915.916153,550.884231,708.279725,150.842025,5,no
21,21,18,44,62,110,86,196,0.000333,0.389007,9.000000,10503.202292,583.511238,1167.022477,315.273641,7,yes
26,26,19,46,65,132,97,229,0.000333,0.459707,18.000000,24824.200125,1379.122229,1379.122229,334.794473,8,no
28,28,19,46,65,138,99,237,0.000333,0.475767,18.000000,25691.421090,1427.301172,1427.301172,334.794473,9,yes
31,31,20,47,67,150,105,255,0.000333,0.515618,20.000000,30937.054871,1718.725271,1546.852744,347.504238,10,no
8,8,12,13,25,25,28,53,0.000333,0.082041,12.000000,2953.492537,164.082919,246.124378,91.125266,2,no
27,27,20,49,69,133,100,233,0.000333,0.474429,20.000000,28465.723969,1581.429109,1423.286198,361.559344,8,no
12,12,14,18,32,37,37,74,0.000333,0.123333,14.000000,5180.000000,287.777778,370.000000,128.361619,3,yes
29,29,20,46,66,143,101,244,0.000333,0.491611,20.000000,29496.643302,1638.702406,1474.832165,340.522412,9,no
12,12,14,21,35,55,38,93,0.000333,0.159008,7.000000,3339.163244,185.509069,477.023321,145.541635,3,yes
12,12,15,20,35,57,36,93,0.000333,0.159008,7.000000,3339.163244,185.509069,477.023321,145.041921,3,no
12,12,15,20,35,56,36,92,0.000333,0.157298,7.000000,3303.258263,183.514348,471.894038,145.041921,3,yes
8,8,12,17,29,40,29,69,0.000333,0.111734,6.000000,2011.204132,111.733563,335.200689,112.506418,2,yes
8,8,14,15,29,42,27,69,0.000333,0.111734,7.000000,2346.404821,130.355823,335.200689,111.906328,2,no
8,8,13,15,28,41,27,68,0.000333,0.108967,6.000000,1961.400808,108.966712,326.900135,106.709075,2,no
11,11,14,19,33,52,36,88,0.000333,0.147969,7.000000,3107.346778,172.630377,443.906683,134.013592,2,yes
13,13,14,20,34,53,39,92,0.000333,0.156016,7.000000,3276.326070,182.018115,468.046581,139.741531,3,no
13,13,15,18,33,54,37,91,0.000333,0.153013,14.000000,6426.558108,357.031006,459.039865,133.662009,3,no
12,12,15,17,32,46,32,78,0.000333,0.130000,7.000000,2730.000000,151.666667,390.000000,128.090227,5,no
11,11,13,17,30,47,36,83,0.000333,0.135757,12.000000,4887.263033,271.514613,407.271919,117.592585,2,yes
11,11,13,18,31,47,37,84,0.000333,0.138717,12.000000,4993.829881,277.434993,416.152490,123.164366,2,no
15,15,13,19,32,62,54,116,0.000333,0.193333,12.000000,6960.000000,386.666667,580.000000,128.816339,2,no
15,15,14,20,34,63,54,117,0.000333,0.198411,14.000000,8333.264134,462.959119,595.233152,139.741531,2,yes
13,13,14,20,34,53,45,98,0.000333,0.166190,14.000000,6979.999018,387.777723,498.571358,139.741531,2,yes
13,13,15,21,36,54,45,99,0.000333,0.170608,14.000000,7165.516052,398.084225,511.822575,150.842025,2,no
17,17,17,23,40,69,59,128,0.000333,0.227069,16.000000,10899.308738,605.517152,681.206796,173.528793,3,no
17,17,18,25,43,70,59,129,0.000333,0.233329,18.000000,12599.786760,699.988153,699.988153,191.155055,3,yes
12,12,13,18,31,44,45,89,0.000333,0.146974,12.000000,5291.081659,293.948981,440.923472,123.164366,2,no
12,12,14,21,35,45,45,90,0.000333,0.153878,14.000000,6462.896601,359.049811,461.635472,145.541635,2,no
5,5,9,12,21,21,19,40,0.000333,0.058564,4.000000,702.770788,39.042822,175.692697,71.548875,1,yes
24,24,18,48,66,119,95,214,0.000333,0.431167,9.000000,11641.503074,646.750171,1293.500342,343.136850,9,no
28,28,20,52,72,134,106,240,0.000333,0.493594,20.000000,29615.640007,1645.313334,1480.782000,382.861427,9,no
10,10,13,22,35,47,49,96,0.000333,0.164137,12.000000,5908.934036,328.274113,492.411170,146.213212,4,no
22,22,18,47,65,112,91,203,0.000333,0.407514,9.000000,11002.865994,611.270333,1222.540666,336.124326,8,yes
11,11,12,17,29,40,42,82,0.000333,0.132785,12.000000,4780.253299,265.569628,398.354442,112.506418,1,no
11,11,13,18,31,41,42,83,0.000333,0.137066,12.000000,4934.379525,274.132196,411.198294,123.164366,1,yes
13,13,12,18,30,46,54,100,0.000333,0.163563,18.000000,8832.403072,490.689060,490.689060,118.078200,1,yes
13,13,13,19,32,47,56,103,0.000333,0.171667,12.000000,6180.000000,343.333333,515.000000,128.816339,1,yes
5,5,11,17,28,22,27,49,0.000333,0.078520,5.000000,1177.801956,65.433442,235.560391,107.540616,2,no
5,5,11,18,29,22,28,50,0.000333,0.080966,5.000000,1214.495249,67.471958,242.899050,113.112398,2,no
12,12,14,22,36,60,41,101,0.000333,0.174054,7.000000,3655.136976,203.063165,522.162425,151.410465,3,yes
12,12,15,20,35,63,40,103,0.000333,0.176105,14.000000,7396.426110,410.912562,528.316151,145.041921,3,no
12,12,15,20,35,62,40,102,0.000333,0.174396,14.000000,7324.616148,406.923119,523.186868,145.041921,3,no
16,16,14,23,37,47,61,108,0.000333,0.187540,14.000000,7876.693489,437.594083,562.620963,157.344894,2,no
16,16,15,25,40,49,62,111,0.000333,0.196911,14.000000,8270.276259,459.459792,590.734019,174.699764,2,no
12,12,13,18,31,41,33,74,0.000333,0.122204,6.000000,2199.663162,122.203509,366.610527,123.164366,3,no
12,12,14,18,32,43,32,75,0.000333,0.125000,7.000000,2625.000000,145.833333,375.000000,128.361619,3,yes
12,12,14,18,32,42,32,74,0.000333,0.123333,7.000000,2590.000000,143.888889,370.000000,128.361619,3,no
9,9,10,15,25,29,26,55,0.000333,0.085137,5.000000,1277.060452,70.947803,255.412090,91.822640,2,no
9,9,12,14,26,31,25,56,0.000333,0.087742,6.000000,1579.347745,87.741541,263.224624,96.322519,2,no
9,9,11,14,25,30,25,55,0.000333,0.085137,5.000000,1277.060452,70.947803,255.412090,91.356717,2,yes
10,10,13,16,29,41,32,73,0.000333,0.118211,12.000000,4255.591352,236.421742,354.632613,112.105716,2,yes
14,14,14,18,32,45,35,80,0.000333,0.133333,7.000000,2800.000000,155.555556,400.000000,128.361619,3,no
14,14,15,19,34,46,34,80,0.000333,0.135666,7.000000,2848.979191,158.276622,406.997027,139.313982,3,no
14,14,15,18,33,46,34,80,0.000333,0.134517,7.000000,2824.860707,156.936706,403.551530,133.662009,3,yes
11,11,11,15,26,33,28,61,0.000333,0.095576,5.000000,1433.634114,79.646340,286.726823,96.657107,2,yes
11,11,12,15,27,34,27,61,0.000333,0.096683,6.000000,1740.288826,96.682713,290.048138,101.622909,2,no
11,11,12,14,26,34,27,61,0.000333,0.095576,6.000000,1720.360937,95.575608,286.726823,96.322519,2,no
9,9,10,17,27,37,39,76,0.000333,0.120457,10.000000,3613.714502,200.761917,361.371450,102.706149,1,yes
9,9,11,19,30,41,40,81,0.000333,0.132486,10.000000,3974.581382,220.810077,397.458138,118.764371,1,no
13,13,14,20,34,53,49,102,0.000333,0.172974,14.000000,7264.896937,403.605385,518.921210,139.741531,2,no
13,13,15,22,37,57,50,107,0.000333,0.185804,14.000000,7803.761142,433.542286,557.411510,156.710855,2,no
11,11,12,19,31,46,42,88,0.000333,0.145323,12.000000,5231.631304,290.646184,435.969275,123.730173,2,yes
11,11,13,21,34,50,43,93,0.000333,0.157711,12.000000,5677.608531,315.422696,473.134044,140.344382,2,yes
11,11,11,18,29,48,48,96,0.000333,0.155455,10.000000,4663.661755,259.092320,466.366176,113.112398,1,no
11,11,12,20,32,49,48,97,0.000333,0.161667,12.000000,5820.000000,323.333333,485.000000,129.458112,1,no
26,26,18,50,68,128,92,220,0.000333,0.446414,9.000000,12053.176426,669.620913,1339.241825,357.251460,11,no
32,32,19,56,75,155,120,275,0.000333,0.570975,18.000000,30832.652518,1712.925140,1712.925140,405.922498,10,no
14,14,13,22,35,46,47,93,0.000333,0.159008,12.000000,5724.279847,318.015547,477.023321,146.213212,3,yes
7,7,13,20,33,36,32,68,0.000333,0.114340,6.000000,2058.112801,114.339600,343.018800,134.544278,3,no
22,22,18,49,67,114,84,198,0.000333,0.400362,9.000000,10809.770937,600.542830,1201.085660,350.179432,9,no
12,12,13,20,33,43,36,79,0.000333,0.132836,6.000000,2391.042813,132.835712,398.507135,134.544278,3,no
12,12,14,18,32,45,35,80,0.000333,0.133333,7.000000,2800.000000,155.555556,400.000000,128.361619,3,yes
12,12,13,21,34,43,37,80,0.000333,0.135666,6.000000,2441.982164,135.665676,406.997027,140.344382,3,no
12,12,14,19,33,46,36,82,0.000333,0.137880,7.000000,2895.482225,160.860124,413.640318,134.013592,3,no
12,12,14,19,33,45,36,81,0.000333,0.136199,7.000000,2860.171466,158.898415,408.595924,134.013592,3,no
11,11,12,17,29,40,36,76,0.000333,0.123069,12.000000,4430.478668,246.137704,369.206556,112.506418,1,no
11,11,13,14,27,41,34,75,0.000333,0.118872,12.000000,4279.398752,237.744375,356.616563,101.408685,1,yes
26,26,17,47,64,117,89,206,0.000333,0.412000,8.000000,9888.000000,549.333333,1236.000000,330.552544,11,no
26,26,18,49,67,118,88,206,0.000333,0.416538,9.000000,11246.529359,624.807187,1249.614373,350.179432,11,no
22,22,17,46,63,103,81,184,0.000333,0.366607,8.000000,8798.556047,488.808669,1099.819506,323.570718,9,no
22,22,18,48,66,104,80,184,0.000333,0.370723,9.000000,10009.516662,556.084259,1112.168518,343.136850,9,no
19,19,17,43,60,95,73,168,0.000333,0.330786,8.000000,7938.860960,441.047831,992.357620,302.816253,9,no
19,19,17,44,61,95,74,169,0.000333,0.334098,8.000000,8018.356880,445.464271,1002.294610,309.701860,9,no
26,26,18,45,63,119,87,206,0.000333,0.410440,9.000000,11081.876978,615.659832,1231.319664,322.192039,11,no
26,26,18,46,64,119,88,207,0.000333,0.414000,9.000000,11178.000000,621.000000,1242.000000,329.142500,11,no
22,22,18,44,62,105,79,184,0.000333,0.365191,9.000000,9860.149090,547.786061,1095.572121,315.273641,9,no
22,22,18,45,63,105,80,185,0.000333,0.368599,9.000000,9952.171073,552.898393,1105.796786,322.192039,9,no
36,36,19,55,74,150,134,284,0.000333,0.587828,18.000000,31742.725605,1763.484756,1763.484756,398.685407,12,no
36,36,22,57,79,155,140,295,0.000333,0.619872,22.000000,40911.537056,2272.863170,1859.615321,430.582226,13,no
32,32,19,54,73,136,126,262,0.000333,0.540578,18.000000,29191.212620,1621.734034,1621.734034,391.474548,10,no
32,32,22,56,78,141,132,273,0.000333,0.571972,22.000000,37750.125726,2097.229207,1715.914806,423.319371,11,no
19,19,18,22,40,72,51,123,0.000333,0.218199,18.000000,11782.748802,654.597156,654.597156,173.166146,6,no
19,19,19,21,40,77,51,128,0.000333,0.227069,18.000000,12261.722331,681.206796,681.206796,172.949289,7,no
19,19,19,20,39,77,51,128,0.000333,0.225510,18.000000,12177.566712,676.531484,676.531484,167.149185,7,no
17,17,16,15,31,59,40,99,0.000333,0.163488,16.000000,7847.446956,435.969275,490.465435,122.603359,5,no
17,17,16,14,30,59,40,99,0.000333,0.161927,16.000000,7772.514703,431.806372,485.782169,117.302969,5,no
12,12,16,18,34,51,37,88,0.000333,0.149232,16.000000,7163.147680,397.952649,447.696730,139.058650,3,no
12,12,16,16,32,52,35,87,0.000333,0.145000,16.000000,6960.000000,386.666667,435.000000,128.000000,3,no
13,13,13,23,36,47,36,83,0.000333,0.143035,6.000000,2574.622651,143.034592,429.103775,152.147641,4,no
13,13,15,22,37,52,36,88,0.000333,0.152811,7.000000,3209.023273,178.279071,458.431896,156.710855,5,yes
6,6,13,10,23,28,21,49,0.000333,0.073885,12.000000,2659.854430,147.769691,221.654536,81.324997,2,no
6,6,13,11,24,28,22,50,0.000333,0.076416,12.000000,2750.977500,152.832083,229.248125,86.159464,2,no
11,11,13,17,30,45,43,88,0.000333,0.143935,12.000000,5181.676469,287.870915,431.806372,117.592585,2,no
11,11,14,18,32,46,43,89,0.000333,0.148333,14.000000,6230.000000,346.111111,445.000000,128.361619,2,yes
10,10,10,17,27,40,39,79,0.000333,0.125212,10.000000,3756.361127,208.686729,375.636113,102.706149,1,no
10,10,11,19,30,41,39,80,0.000333,0.130850,10.000000,3925.512476,218.084026,392.551248,118.764371,1,no
11,11,13,19,32,51,47,98,0.000333,0.163333,12.000000,5880.000000,326.666667,490.000000,128.816339,1,no
11,11,14,20,34,52,50,102,0.000333,0.172974,14.000000,7264.896937,403.605385,518.921210,139.741531,1,no
9,9,13,16,29,38,38,76,0.000333,0.123069,12.000000,4430.478668,246.137704,369.206556,112.105716,1,yes
9,9,14,18,32,39,41,80,0.000333,0.133333,14.000000,5600.000000,311.111111,400.000000,128.361619,1,no
14,14,16,23,39,63,47,110,0.000333,0.193798,16.000000,9302.307905,516.794884,581.394244,168.041925,2,yes
14,14,17,24,41,64,49,113,0.000333,0.201801,16.000000,9686.454024,538.136335,605.403377,179.525968,2,no
13,13,17,18,35,49,38,87,0.000333,0.148749,16.000000,7139.961960,396.664553,446.247622,144.545518,2,no
13,13,18,20,38,50,40,90,0.000333,0.157438,18.000000,8501.642572,472.313476,472.313476,161.497212,2,no
10,10,12,16,28,37,37,74,0.000333,0.118581,12.000000,4268.931171,237.162843,355.744264,107.019550,1,yes
10,10,13,17,30,38,40,78,0.000333,0.127579,12.000000,4592.849597,255.158311,382.737466,117.592585,1,no
5,5,9,11,20,14,14,28,0.000333,0.040338,4.000000,484.055947,26.891997,121.013987,66.583073,2,no
14,14,14,22,36,54,47,101,0.000333,0.174054,14.000000,7310.273952,406.126331,522.162425,151.410465,3,no
14,14,15,19,34,55,45,100,0.000333,0.169582,14.000000,7122.447978,395.691554,508.746284,139.313982,3,no
14,14,19,24,43,70,53,123,0.000333,0.222477,18.000000,12013.750167,667.430565,667.430565,190.749723,3,no
14,14,21,21,42,72,51,123,0.000333,0.221085,20.000000,13265.100860,736.950048,663.255043,184.477332,3,yes
14,14,20,21,41,71,51,122,0.000333,0.217874,20.000000,13072.426891,726.245938,653.621345,178.677228,3,no
15,15,11,21,32,49,56,105,0.000333,0.175000,10.000000,5250.000000,291.666667,525.000000,130.292414,1,no
15,15,12,22,34,50,57,107,0.000333,0.181453,12.000000,6532.302288,362.905683,544.358524,141.127046,1,no
19,19,15,24,39,64,67,131,0.000333,0.230796,14.000000,9693.427669,538.523759,692.387691,168.642459,2,yes
19,19,16,25,41,65,68,133,0.000333,0.237518,16.000000,11400.870666,633.381704,712.554417,180.096405,2,no
13,13,12,20,32,47,46,93,0.000333,0.155000,12.000000,5580.000000,310.000000,465.000000,129.458112,2,no
13,13,13,22,35,48,47,95,0.000333,0.162427,12.000000,5847.382639,324.854591,487.281887,146.213212,2,no
8,8,11,16,27,38,32,70,0.000333,0.110947,10.000000,3328.421252,184.912292,332.842125,102.053748,2,no
8,8,12,15,27,39,30,69,0.000333,0.109362,12.000000,3937.046852,218.724825,328.087238,101.622909,2,no
8,8,12,14,26,39,30,69,0.000333,0.108110,12.000000,3891.964087,216.220227,324.330341,96.322519,2,yes
15,15,13,20,33,53,71,124,0.000333,0.208502,18.000000,11259.087674,625.504871,625.504871,134.544278,2,no
15,15,13,21,34,53,78,131,0.000333,0.222153,18.000000,11996.237380,666.457632,666.457632,140.344382,2,no
10,10,13,18,31,46,34,80,0.000333,0.132112,6.000000,2378.014229,132.111902,396.335705,123.164366,2,no
10,10,14,15,29,47,32,79,0.000333,0.127927,14.000000,5372.926981,298.495943,383.780499,111.906328,2,yes
18,18,13,24,37,62,64,126,0.000333,0.218797,12.000000,7876.693489,437.594083,656.391124,158.144816,2,yes
18,18,14,25,39,63,64,127,0.000333,0.223749,14.000000,9397.445145,522.080286,671.246082,169.399374,2,no
9,9,14,18,32,36,35,71,0.000333,0.118333,7.000000,2485.000000,138.055556,355.000000,128.361619,2,no
9,9,14,19,33,36,36,72,0.000333,0.121065,7.000000,2542.374636,141.243035,363.196377,134.013592,2,no
16,16,16,23,39,59,50,109,0.000333,0.192036,16.000000,9217.741470,512.096748,576.108842,168.041925,3,yes
16,16,16,20,36,60,48,108,0.000333,0.186117,16.000000,8933.630402,496.312800,558.351900,150.438562,3,no
12,12,14,20,34,50,50,100,0.000333,0.169582,14.000000,7122.447978,395.691554,508.746284,139.741531,2,no
12,12,15,23,38,51,50,101,0.000333,0.176680,14.000000,7420.569504,412.253861,530.040679,162.645284,2,no
14,14,13,22,35,59,57,116,0.000333,0.198332,12.000000,7139.961960,396.664553,594.996830,146.213212,2,yes
14,14,14,25,39,60,57,117,0.000333,0.206131,14.000000,8657.488834,480.971602,618.392060,169.399374,2,no
7,7,9,15,24,24,21,45,0.000333,0.068774,4.000000,825.293250,45.849625,206.323313,87.132684,2,no
7,7,11,13,24,26,19,45,0.000333,0.068774,5.000000,1031.616563,57.312031,206.323313,86.159464,2,no
7,7,10,13,23,25,19,44,0.000333,0.066346,5.000000,995.183630,55.287979,199.036726,81.324997,2,yes
10,10,11,20,31,40,32,72,0.000333,0.118901,5.000000,1783.510672,99.083926,356.702134,124.492310,3,yes
10,10,12,17,29,42,30,72,0.000333,0.116592,6.000000,2098.647790,116.591544,349.774632,112.506418,3,no
10,10,12,17,29,41,30,71,0.000333,0.114972,6.000000,2069.499904,114.972217,344.916651,112.506418,3,no
15,15,14,21,35,73,55,128,0.000333,0.218849,14.000000,9191.675166,510.648620,656.548226,145.541635,2,no
15,15,15,22,37,73,55,128,0.000333,0.222270,14.000000,9335.340431,518.630024,666.810031,156.710855,2,no
20,20,14,22,36,93,70,163,0.000333,0.280899,21.000000,17696.653280,983.147404,842.697775,151.410465,2,no
20,20,15,23,38,93,70,163,0.000333,0.285137,21.000000,17963.655879,997.980882,855.412185,162.645284,2,no
14,14,15,20,35,68,51,119,0.000333,0.203462,14.000000,8545.385506,474.743639,610.384679,145.041921,2,no
14,14,16,21,37,68,51,119,0.000333,0.206642,16.000000,9918.799208,551.044400,619.924951,156.238666,2,no
10,10,14,16,30,48,34,82,0.000333,0.134122,14.000000,5633.110404,312.950578,402.365029,117.302969,2,no
10,10,14,17,31,48,35,83,0.000333,0.137066,14.000000,5756.776113,319.820895,411.198294,122.789837,2,no
18,18,15,20,35,84,63,147,0.000333,0.251335,21.000000,15834.096673,879.672037,754.004603,145.041921,2,yes
18,18,16,21,37,84,63,147,0.000333,0.255263,24.000000,18378.951474,1021.052860,765.789645,156.238666,2,no
13,13,14,21,35,62,41,103,0.000333,0.176105,7.000000,3698.213055,205.456281,528.316151,145.541635,3,no
13,13,15,19,34,63,39,102,0.000333,0.172974,14.000000,7264.896937,403.605385,518.921210,139.313982,3,yes
7,7,11,13,24,30,22,52,0.000333,0.079473,5.000000,1192.090250,66.227236,238.418050,86.159464,2,no
9,9,11,16,27,47,32,79,0.000333,0.125212,10.000000,3756.361127,208.686729,375.636113,102.053748,2,no
9,9,12,14,26,48,30,78,0.000333,0.122211,12.000000,4399.611576,244.422865,366.634298,96.322519,2,yes
10,10,11,18,29,26,27,53,0.000333,0.085824,5.000000,1287.364964,71.520276,257.472993,113.112398,3,no
10,10,13,16,29,29,25,54,0.000333,0.087444,6.000000,1573.985842,87.443658,262.330974,112.105716,4,no
10,10,13,16,29,28,25,53,0.000333,0.085824,6.000000,1544.837956,85.824331,257.472993,112.105716,4,no
11,11,11,18,29,48,43,91,0.000333,0.147359,10.000000,4420.762706,245.597928,442.076271,113.112398,1,no
11,11,12,20,32,52,44,96,0.000333,0.160000,12.000000,5760.000000,320.000000,480.000000,129.458112,1,yes
15,15,15,22,37,63,54,117,0.000333,0.203169,14.000000,8533.084613,474.060256,609.506044,156.710855,2,no
15,15,16,24,40,67,55,122,0.000333,0.216425,16.000000,10388.403641,577.133536,649.275228,174.039100,2,no
13,13,12,20,32,56,47,103,0.000333,0.171667,12.000000,6180.000000,343.333333,515.000000,129.458112,2,no
13,13,14,23,37,60,48,108,0.000333,0.187540,14.000000,7876.693489,437.594083,562.620963,157.344894,2,no
29,29,19,52,71,126,106,232,0.000333,0.475580,18.000000,25681.343971,1426.741332,1426.741332,377.133488,9,no
29,29,22,54,76,131,108,239,0.000333,0.497752,22.000000,32851.602866,1825.089048,1493.254676,408.871421,10,yes
27,27,19,51,70,119,102,221,0.000333,0.451524,18.000000,24382.287841,1354.571547,1354.571547,370.004315,8,no
27,27,22,53,75,124,104,228,0.000333,0.473390,11.000000,15621.877276,867.882071,1420.170661,401.687280,9,no
11,11,12,18,30,36,35,71,0.000333,0.116130,6.000000,2090.335394,116.129744,348.389232,118.078200,2,yes
11,11,13,17,30,37,33,70,0.000333,0.114494,6.000000,2060.894050,114.494114,343.482342,117.592585,2,no
11,11,13,16,29,37,33,70,0.000333,0.113353,12.000000,4080.704036,226.705780,340.058670,112.105716,2,no
10,10,14,16,30,44,33,77,0.000333,0.125944,14.000000,5289.628062,293.868226,377.830576,117.302969,2,no
